Genotype,Envir,Management,Row,Position,Fruit_number,R,P,Fruit_number_spats_residuals,Fruit_number_spats_geno_pred_values,Fruit_number_spats_adj_pheno
118,ESP_2022_2,2,10,116,25,10,116,-17.9459884353466,34.8854414782962,16.9394530429497
12_B057,ESP_2022_2,2,12,36,120,12,36,31.2560460800739,91.1653354533612,122.421381533435
12_B061,ESP_2022_2,2,12,71,18,12,71,-20.697477140549,55.7662012800684,35.0687241395194
12_B093,ESP_2022_2,2,10,126,76,10,126,1.44451363727914,63.8302139968277,65.2747276341068
12_B093,ESP_2022_2,2,13,68,47,13,68,-10.3068461700363,63.8302139968277,53.5233678267914
12_E003,ESP_2022_2,2,10,25,76,10,25,24.6672035065758,53.1304305966439,77.7976341032197
12_E003,ESP_2022_2,2,12,15,35,12,15,-37.0285169455713,53.1304305966439,16.1019136510726
12_E003,ESP_2022_2,2,12,76,25,12,76,-12.2045513501094,53.1304305966439,40.9258792465346
12_E035,ESP_2022_2,2,10,17,40,10,17,-21.8470117368662,60.6326868041997,38.7856750673335
12_E035,ESP_2022_2,2,13,54,26,13,54,-27.5866132244519,60.6326868041997,33.0460735797478
12_E035,ESP_2022_2,2,12,110,87,12,110,35.878443093955,60.6326868041997,96.5111298981547
12_E043,ESP_2022_2,2,12,94,19,12,94,-24.3637585333103,53.5664363011738,29.2026777678636
12_E043,ESP_2022_2,2,11,14,63,11,14,0.437797318788071,53.5664363011738,54.0042336199619
12_F014,ESP_2022_2,2,12,31,122,12,31,17.7652815248306,102.269316766312,120.034598291143
12_F014,ESP_2022_2,2,12,69,115,12,69,29.7875176950133,102.269316766312,132.056834461325
12_I003,ESP_2022_2,2,13,24,68,13,24,-3.92901191290464,75.332507730232,71.4034958173274
12_I003,ESP_2022_2,2,10,19,101,10,19,25.1935706374536,75.332507730232,100.526078367686
12_I003,ESP_2022_2,2,11,68,44,11,68,-13.2455550742391,75.332507730232,62.0869526559929
12_I037,ESP_2022_2,2,12,70,66,12,70,8.3780398774969,74.6936776393992,83.0717175168961
12_I037,ESP_2022_2,2,11,48,58,11,48,-1.29661492037336,74.6936776393992,73.3970627190258
12_I049,ESP_2022_2,2,12,22,122,12,22,27.9980685960778,82.167079986912,110.16514858299
12_I049,ESP_2022_2,2,13,115,70,13,115,-6.82472674522573,82.167079986912,75.3423532416862
12_I049,ESP_2022_2,2,10,18,80,10,18,-3.12358132659764,82.167079986912,79.0434986603143
12_I059,ESP_2022_2,2,13,96,152,13,96,50.5385238202183,104.303674769027,154.842198589246
12_I064,ESP_2022_2,2,13,69,72,13,69,9.47648679309611,68.7519907606712,78.2284775537673
12_I064,ESP_2022_2,2,12,23,68,12,23,-11.1153758897709,68.7519907606712,57.6366148709003
12_J013,ESP_2022_2,2,10,88,19,10,88,-34.282302946509,54.4960531966686,20.2137502501596
12_J013,ESP_2022_2,2,12,3,98,12,3,11.7206935472016,54.4960531966686,66.2167467438701
12_J015,ESP_2022_2,2,11,28,134,11,28,38.8513215110236,96.3404642491802,135.191785760204
12_J027,ESP_2022_2,2,12,1,210,12,1,63.1418985856312,112.891129992469,176.033028578101
12_K024,ESP_2022_2,2,12,81,97,12,81,24.3765091970435,86.9557876290387,111.332296826082
12_K024,ESP_2022_2,2,13,9,90,13,9,0.701395927134783,86.9557876290387,87.6571835561735
12_K049,ESP_2022_2,2,12,8,110,12,8,8.05402717836191,75.3563714163091,83.4103985946711
12_L001,ESP_2022_2,2,10,85,120,10,85,42.5448015543971,79.8937187973584,122.438520351756
12_L001,ESP_2022_2,2,13,97,97,13,97,19.921486517189,79.8937187973584,99.8152053145474
12_L001,ESP_2022_2,2,13,55,25,13,55,-47.7530250665118,79.8937187973584,32.1406937308466
12_N046,ESP_2022_2,2,12,54,49,12,54,-3.81088271656434,67.2720777767624,63.4611950601981
12_N057,ESP_2022_2,2,13,32,40,13,32,-14.4792199353321,60.0030827750301,45.523862839698
12_N062,ESP_2022_2,2,13,26,49,13,26,-31.8976763868636,84.6932034991885,52.7955271123249
12_N062,ESP_2022_2,2,10,58,130,10,58,53.6549009386492,84.6932034991885,138.348104437838
12_N063,ESP_2022_2,2,12,104,121,12,104,20.7806315546172,109.350163172559,130.130794727176
12_N063,ESP_2022_2,2,12,44,138,12,44,37.164368683131,109.350163172559,146.51453185569
12_O017,ESP_2022_2,2,13,42,145,13,42,28.9034373691592,122.448860647684,151.352298016843
12_O017,ESP_2022_2,2,11,109,174,11,109,48.265860279435,122.448860647684,170.714720927119
12_O026,ESP_2022_2,2,10,34,60,10,34,-14.2426149628033,78.8208773317287,64.5782623689254
12_O026,ESP_2022_2,2,12,92,102,12,92,34.0841052886115,78.8208773317287,112.90498262034
12_O026,ESP_2022_2,2,11,35,65,11,35,-6.70278261137428,78.8208773317287,72.1180947203544
12_O061,ESP_2022_2,2,11,34,86,11,34,20.1052567325815,71.9251120137249,92.0303687463064
12_O061,ESP_2022_2,2,11,89,47,11,89,-17.0871158608014,71.9251120137249,54.8379961529235
12_O063,ESP_2022_2,2,13,81,62,13,81,13.5873219264127,52.7081786131372,66.29550053955
12_O063,ESP_2022_2,2,12,14,34,12,14,-38.7729046476759,52.7081786131372,13.9352739654614
12_P018,ESP_2022_2,2,11,116,17,11,116,-34.8587635315555,46.1172449447516,11.2584814131961
12_P029,ESP_2022_2,2,12,26,148,12,26,34.1337501458693,106.507443706681,140.64119385255
12_P029,ESP_2022_2,2,13,99,123,13,99,19.6391341565795,106.507443706681,126.146577863261
12_P055,ESP_2022_2,2,13,91,120,13,91,-0.755739143776637,124.00325906695,123.247519923173
12_P055,ESP_2022_2,2,10,96,192,10,96,65.3542831297229,124.00325906695,189.357542196673
12_P055,ESP_2022_2,2,13,58,132,13,58,14.8520657979702,124.00325906695,138.85532486492
1236,ESP_2022_2,2,12,66,61,12,66,-0.303349377529571,78.5055045204736,78.2021551429441
1236,ESP_2022_2,2,10,101,111,10,101,28.2754383273876,78.5055045204736,106.780942847861
1236,ESP_2022_2,2,11,17,70,11,17,-15.296237998883,78.5055045204736,63.2092665215907
13_139,ESP_2022_2,2,11,62,93,11,62,30.0129249616417,81.7545558961256,111.767480857767
13_139,ESP_2022_2,2,11,113,60,11,113,-26.2915671468726,81.7545558961256,55.462988749253
13_139,ESP_2022_2,2,10,30,92,10,30,13.7229619146677,81.7545558961256,95.4775178107933
135,ESP_2022_2,2,11,30,72,11,30,15.0017854665144,59.8009145876696,74.802700054184
135,ESP_2022_2,2,11,120,37,11,120,-29.7777174503698,59.8009145876696,30.0231971372998
143,ESP_2022_2,2,13,5,148,13,5,62.4348625110907,81.1818368039364,143.616699315027
143,ESP_2022_2,2,13,125,50,13,125,-23.8289594973022,81.1818368039364,57.3528773066342
143,ESP_2022_2,2,13,71,53,13,71,-22.0021342003508,81.1818368039364,59.1797026035856
1481,ESP_2022_2,2,12,95,6,12,95,-23.3570354010862,39.6045296390967,16.2474942380105
1481,ESP_2022_2,2,11,43,6,11,43,-21.0601117961617,39.6045296390967,18.544417842935
170,ESP_2022_2,2,10,125,19,10,125,-37.5180447595993,46.2422256190528,8.72418085945351
170,ESP_2022_2,2,12,129,34,12,129,2.84270905801984,46.2422256190528,49.0849346770726
1870,ESP_2022_2,2,11,83,20,11,83,-11.1706668272544,42.6696268061374,31.498959978883
1870,ESP_2022_2,2,10,72,31,10,72,-4.28468474638914,42.6696268061374,38.3849420597483
1870,ESP_2022_2,2,13,56,11,13,56,-24.4633071560117,42.6696268061374,18.2063196501257
1887,ESP_2022_2,2,11,126,32,11,126,-27.8059838142926,50.9227380091174,23.1167541948247
1889,ESP_2022_2,2,13,38,54,13,38,-5.89228451137458,65.8538905810619,59.9616060696873
1900,ESP_2022_2,2,11,105,21,11,105,-29.6883435842825,49.6401704000387,19.9518268157562
1910,ESP_2022_2,2,12,46,8,12,46,-30.7994616630443,48.8830972409108,18.0836355778665
1962,ESP_2022_2,2,13,7,56,13,7,-38.1185722240832,91.0729766442865,52.9544044202033
1962,ESP_2022_2,2,12,122,67,12,122,-11.1487176057962,91.0729766442865,79.9242590384903
1962,ESP_2022_2,2,10,43,165,10,43,80.3877855456874,91.0729766442865,171.460762189974
2,ESP_2022_2,2,10,99,43,10,99,-23.5641144679249,62.9713862448108,39.4072717768859
2,ESP_2022_2,2,12,106,107,12,106,53.0218810759348,62.9713862448108,115.993267320746
2,ESP_2022_2,2,13,8,26,13,8,-39.5805573016499,62.9713862448108,23.3908289431609
2003,ESP_2022_2,2,12,83,5,12,83,-30.3234314642357,49.2074459247645,18.8840144605288
2013,ESP_2022_2,2,13,94,24,13,94,-22.4702976401045,49.4474831048987,26.9771854647943
2013,ESP_2022_2,2,10,111,52,10,111,-4.52289383884832,49.4474831048987,44.9245892660504
2013,ESP_2022_2,2,13,2,52,13,2,-2.97794952668403,49.4474831048987,46.4695335782147
202,ESP_2022_2,2,12,12,58,12,12,-10.5450329664498,46.3024240567897,35.7573910903399
202,ESP_2022_2,2,13,108,18,13,108,-24.0419525252771,46.3024240567897,22.2604715315127
203,ESP_2022_2,2,13,47,34,13,47,-10.838879753907,51.5645464173969,40.7256666634899
203,ESP_2022_2,2,10,67,38,10,67,-5.11312980551219,51.5645464173969,46.4514166118847
203,ESP_2022_2,2,11,69,23,11,69,-10.9120244354367,51.5645464173969,40.6525219819602
204,ESP_2022_2,2,10,86,43,10,86,-31.7671285421746,76.5778593764247,44.8107308342501
204,ESP_2022_2,2,12,98,65,12,98,-1.82307550540178,76.5778593764247,74.754783871023
204,ESP_2022_2,2,12,53,106,12,53,43.4369474768195,76.5778593764247,120.014806853244
2055,ESP_2022_2,2,13,65,70,13,65,4.02237379916588,72.6093577382508,76.6317315374167
206,ESP_2022_2,2,11,38,16,11,38,-13.1959494426652,38.2776490449118,25.0816996022467
206,ESP_2022_2,2,10,70,11,10,70,-19.33630150712,38.2776490449118,18.9413475377919
206,ESP_2022_2,2,13,74,19,13,74,-13.8322919499537,38.2776490449118,24.4453570949582
216,ESP_2022_2,2,13,62,33,13,62,-16.9146921619525,56.8124445387365,39.897752376784
216,ESP_2022_2,2,10,113,43,10,113,-21.1281556562996,56.8124445387365,35.6842888824369
216,ESP_2022_2,2,13,34,56,13,34,4.65552552896598,56.8124445387365,61.4679700677025
216,ESP_2022_2,2,13,77,66,13,77,14.2253635929885,56.8124445387365,71.037808131725
241,ESP_2022_2,2,12,38,57,12,38,1.7804149669006,59.3602022964247,61.1406172633253
241,ESP_2022_2,2,10,114,50,10,114,-17.203158145197,59.3602022964247,42.1570441512277
2410,ESP_2022_2,2,10,129,156,10,129,63.1428528655408,81.0143697691045,144.157222634645
2410,ESP_2022_2,2,13,113,29,13,113,-46.7848669698503,81.0143697691045,34.2295027992543
26,ESP_2022_2,2,12,42,59,12,42,-5.59024762763224,71.9013120459735,66.3110644183413
26,ESP_2022_2,2,10,11,85,10,11,8.57345848753221,71.9013120459735,80.4747705335057
262,ESP_2022_2,2,11,46,28,11,46,-10.3174290380208,52.610910609314,42.2934815712932
262,ESP_2022_2,2,13,104,21,13,104,-27.9292921645093,52.610910609314,24.6816184448047
262,ESP_2022_2,2,10,24,64,10,24,12.918383139554,52.610910609314,65.529293748868
2625,ESP_2022_2,2,10,119,160,10,119,50.4533520682963,100.402385225106,150.855737293403
2625,ESP_2022_2,2,13,16,94,13,16,-5.64055407849703,100.402385225106,94.7618311466093
2651,ESP_2022_2,2,12,57,28,12,57,-8.96528189728558,52.561403222949,43.5961213256634
2651,ESP_2022_2,2,13,107,32,13,107,-16.4357156588441,52.561403222949,36.1256875641049
2653,ESP_2022_2,2,13,6,89,13,6,24.9478273278916,60.40328173327,85.3511090611616
2653,ESP_2022_2,2,10,78,33,10,78,-21.8717609999763,60.40328173327,38.5315207332937
2653,ESP_2022_2,2,11,104,44,11,104,-16.9679344436238,60.40328173327,43.4353472896462
2722,ESP_2022_2,2,11,37,60,11,37,3.78521025379432,64.5769041755045,68.3621144292988
2722,ESP_2022_2,2,11,80,40,11,80,-11.5516632843414,64.5769041755045,53.025240891163
2784,ESP_2022_2,2,13,80,48,13,80,-2.66181455774387,55.208759574121,52.5469450163771
2784,ESP_2022_2,2,10,71,30,10,71,-17.3633401475193,55.208759574121,37.8454194266017
2784,ESP_2022_2,2,11,18,60,11,18,-1.49045150229372,55.208759574121,53.7183080718273
2785,ESP_2022_2,2,12,128,12,12,128,-30.9603024876305,58.000719762058,27.0404172744275
2785,ESP_2022_2,2,11,26,72,11,26,13.5423153841157,58.000719762058,71.5430351461738
2809,ESP_2022_2,2,12,100,50,12,100,-6.45917537941617,65.7603895691701,59.3012141897539
2809,ESP_2022_2,2,11,39,30,11,39,-25.9748861661748,65.7603895691701,39.7855034029953
2809,ESP_2022_2,2,10,54,84,10,54,26.4045503165036,65.7603895691701,92.1649398856737
2810,ESP_2022_2,2,12,49,60,12,49,0.779046779948843,71.2389304318315,72.0179772117803
2810,ESP_2022_2,2,12,108,68,12,108,6.21504977187529,71.2389304318315,77.4539802037068
2810,ESP_2022_2,2,10,3,75,10,3,-4.98302976761815,71.2389304318315,66.2559006642133
2820,ESP_2022_2,2,13,95,14,13,95,-31.2977084597028,48.5436110210558,17.245902561353
2831,ESP_2022_2,2,12,103,27,12,103,-41.5397416759039,77.5345739046362,35.9948322287323
2831,ESP_2022_2,2,12,50,104,12,50,38.7652062479861,77.5345739046362,116.299780152622
2831,ESP_2022_2,2,10,83,88,10,83,14.0254005007471,77.5345739046362,91.5599744053833
2849,ESP_2022_2,2,10,109,80,10,109,0.0767555202790788,73.0931969409096,73.1699524611887
2849,ESP_2022_2,2,12,32,29,12,32,-44.9629328721844,73.0931969409096,28.1302640687252
2849,ESP_2022_2,2,13,64,116,13,64,49.6186575374966,73.0931969409096,122.711854478406
2856,ESP_2022_2,2,11,100,40,11,100,-1.39026767231132,42.9240075575935,41.5337398852822
2856,ESP_2022_2,2,10,122,12,10,122,-40.6105583535998,42.9240075575935,2.31344920399374
2856,ESP_2022_2,2,12,7,73,12,7,2.45550909080244,42.9240075575935,45.379516648396
2862,ESP_2022_2,2,10,21,75,10,21,-17.2348400427337,92.5621015615155,75.3272615187818
2862,ESP_2022_2,2,12,10,168,12,10,50.5408492681923,92.5621015615155,143.102950829708
2872,ESP_2022_2,2,10,105,32,10,105,-23.8834523214054,50.4486392770854,26.56518695568
2872,ESP_2022_2,2,11,98,28,11,98,-19.6115563808535,50.4486392770854,30.8370828962319
2872,ESP_2022_2,2,12,60,49,12,60,14.9932140988405,50.4486392770854,65.4418533759259
2971,ESP_2022_2,2,13,27,37,13,27,-24.7421645369411,66.1031002731027,41.3609357361615
2971,ESP_2022_2,2,11,76,57,11,76,5.96032575152739,66.1031002731027,72.0634260246301
2971,ESP_2022_2,2,10,55,71,10,55,13.2553067655795,66.1031002731027,79.3584070386822
30,ESP_2022_2,2,13,51,39,13,51,-9.05770547266636,55.103029580835,46.0453241081686
30,ESP_2022_2,2,13,119,31,13,119,-18.2062960548867,55.103029580835,36.8967335259482
30,ESP_2022_2,2,13,73,55,13,73,5.59322074328436,55.103029580835,60.6962503241193
3010,ESP_2022_2,2,12,84,29,12,84,-16.6107456553271,59.1001199444943,42.4893742891671
3010,ESP_2022_2,2,10,65,35,10,65,-15.6040827367266,59.1001199444943,43.4960372077677
3010,ESP_2022_2,2,12,33,76,12,33,16.4103754678593,59.1001199444943,75.5104954123536
3042,ESP_2022_2,2,13,1,29,13,1,-27.9320331485932,50.836852836741,22.9048196881478
3172,ESP_2022_2,2,13,36,29,13,36,-15.410823656902,50.1357075122246,34.7248838553226
3172,ESP_2022_2,2,13,78,27,13,78,-18.2536195620943,50.1357075122246,31.8820879501303
3172,ESP_2022_2,2,10,104,60,10,104,4.70337445275307,50.1357075122246,54.8390819649777
32,ESP_2022_2,2,10,76,3,10,76,-59.4004759008647,68.6739197114358,9.27344381057115
32,ESP_2022_2,2,12,9,140,12,9,45.6105879129264,68.6739197114358,114.284507624362
32,ESP_2022_2,2,13,106,77,13,106,12.0364179512482,68.6739197114358,80.7103376626841
323,ESP_2022_2,2,12,80,64,12,80,15.9066359398493,62.838332368668,78.7449683085173
323,ESP_2022_2,2,10,16,56,10,16,-8.72867382826873,62.838332368668,54.1096585403992
323,ESP_2022_2,2,13,17,44,13,17,-17.4960292662196,62.838332368668,45.3423031024484
324,ESP_2022_2,2,10,87,30,10,87,-34.0583004051742,65.7838232029536,31.7255227977794
324,ESP_2022_2,2,11,56,25,11,56,-22.3923951331489,65.7838232029536,43.3914280698048
324,ESP_2022_2,2,13,76,111,13,76,50.455576671234,65.7838232029536,116.239399874188
327,ESP_2022_2,2,11,107,66,11,107,-9.08001413208439,73.0831111862525,64.0030970541681
327,ESP_2022_2,2,11,42,75,11,42,13.7976919644256,73.0831111862525,86.8808031506781
330,ESP_2022_2,2,13,60,39,13,60,-14.1833741835172,60.204660701105,46.0212865175878
334,ESP_2022_2,2,10,12,4,10,12,-25.4706345255557,25.669598076463,0.198963550907322
334,ESP_2022_2,2,13,126,5,13,126,-13.3253407823184,25.669598076463,12.3442572941446
334,ESP_2022_2,2,11,52,9,11,52,0.381802512752699,25.669598076463,26.0514005892157
334,ESP_2022_2,2,12,18,15,12,18,-26.4545703923833,25.669598076463,-0.784972315920321
40,ESP_2022_2,2,11,57,65,11,57,-0.229052568734119,83.6732518045515,83.4441992358173
40,ESP_2022_2,2,11,103,114,11,103,30.1382287620156,83.6732518045515,113.811480566567
40,ESP_2022_2,2,10,79,69,10,79,-9.64888328371735,83.6732518045515,74.0243685208341
410,ESP_2022_2,2,13,33,118,13,33,39.0730185936912,84.0468165790125,123.119835172704
410,ESP_2022_2,2,10,27,63,10,27,-18.2644635122516,84.0468165790125,65.7823530667609
428,ESP_2022_2,2,10,66,31,10,66,-6.248832836753,45.749520016946,39.500687180193
428,ESP_2022_2,2,13,53,10,13,53,-28.7330077062728,45.749520016946,17.0165123106733
428,ESP_2022_2,2,11,73,29,11,73,-0.41661431210909,45.749520016946,45.332905704837
447,ESP_2022_2,2,12,24,9,12,24,-41.7473451516039,41.4236301537729,-0.323714997830955
468,ESP_2022_2,2,13,122,36,13,122,-16.1967411823825,58.8328298008164,42.6360886184339
472,ESP_2022_2,2,11,16,25,11,16,-25.1733524108698,42.4742961061311,17.3009436952613
472,ESP_2022_2,2,11,71,8,11,71,-17.2197267787548,42.4742961061311,25.2545693273763
472,ESP_2022_2,2,10,4,53,10,4,2.18774344666187,42.4742961061311,44.662039552793
488,ESP_2022_2,2,13,93,16,13,93,-18.4997749369401,37.6491529048496,19.1493779679095
488,ESP_2022_2,2,12,61,8,12,61,-12.9992739053553,37.6491529048496,24.6498789994944
488,ESP_2022_2,2,10,51,14,10,51,-15.7879061324661,37.6491529048496,21.8612467723835
489,ESP_2022_2,2,10,68,60,10,68,-10.4889900223531,78.8483968023355,68.3594067799825
489,ESP_2022_2,2,11,49,40,11,49,-22.9162847100399,78.8483968023355,55.9321120922956
489,ESP_2022_2,2,13,103,122,13,103,46.5843713853865,78.8483968023355,125.432768187722
491,ESP_2022_2,2,10,7,8,10,7,-32.5871841709043,34.0751863624752,1.48800219157096
491,ESP_2022_2,2,11,84,18,11,84,-5.201721841852,34.0751863624752,28.8734645206232
491,ESP_2022_2,2,13,41,13,13,41,-14.7433793376015,34.0751863624752,19.3318070248738
50,ESP_2022_2,2,13,39,76,13,39,21.3182670542805,60.7241507396548,82.0424177939353
50,ESP_2022_2,2,11,101,25,11,101,-34.7392119182398,60.7241507396548,25.984938821415
51,ESP_2022_2,2,13,98,23,13,98,-24.7493782874412,51.1310551476781,26.3816768602369
51,ESP_2022_2,2,12,48,37,12,48,-2.75086897288688,51.1310551476781,48.3801861747912
515,ESP_2022_2,2,10,9,41,10,9,-12.507813930921,47.8698134531572,35.3619995222362
515,ESP_2022_2,2,11,90,27,11,90,-13.5467951880597,47.8698134531572,34.3230182650975
515,ESP_2022_2,2,13,46,35,13,46,-6.23199803577046,47.8698134531572,41.6378154173868
52,ESP_2022_2,2,10,77,19,10,77,-14.6624592942726,39.5518678312767,24.8894085370041
52,ESP_2022_2,2,12,27,23,12,27,-22.5529968824404,39.5518678312767,16.9988709488363
52,ESP_2022_2,2,13,82,28,13,82,-7.27898009890702,39.5518678312767,32.2728877323696
533,ESP_2022_2,2,10,39,52,10,39,-8.46894711301511,66.1169645089552,57.6480173959401
533,ESP_2022_2,2,13,20,67,13,20,2.96276293264393,66.1169645089552,69.0797274415991
548,ESP_2022_2,2,10,45,72,10,45,23.2826332945212,55.6039020204851,78.8865353150063
548,ESP_2022_2,2,11,53,4,11,53,-34.147633216035,55.6039020204851,21.4562688044501
548,ESP_2022_2,2,12,87,33,12,87,-10.0706756537815,55.6039020204851,45.5332263667037
55,ESP_2022_2,2,12,65,145,12,65,34.4246429450218,127.64632384826,162.070966793282
55,ESP_2022_2,2,10,110,185,10,110,50.3727092135376,127.64632384826,178.019033061797
567,ESP_2022_2,2,11,92,29,11,92,-20.6555390042643,55.7947763144702,35.1392373102058
57,ESP_2022_2,2,12,35,13,12,35,-37.3363981801382,52.1860052233553,14.8496070432171
57,ESP_2022_2,2,10,38,80,10,38,33.2816867092977,52.1860052233553,85.467691932653
57,ESP_2022_2,2,12,68,13,12,68,-21.8972387891998,52.1860052233553,30.2887664341554
592,ESP_2022_2,2,10,73,25,10,73,-11.9807549629094,44.1444114410245,32.1636564781151
592,ESP_2022_2,2,11,6,28,11,6,-30.6228043078915,44.1444114410245,13.521607133133
592,ESP_2022_2,2,12,85,36,12,85,4.84936754191866,44.1444114410245,48.9937789829432
601,ESP_2022_2,2,12,30,37,12,30,-3.34533041252034,37.130042285762,33.7847118732416
601,ESP_2022_2,2,11,102,11,11,102,-25.8316318252103,37.130042285762,11.2984104605517
601,ESP_2022_2,2,10,42,12,10,42,-18.8718652017871,37.130042285762,18.2581770839749
639,ESP_2022_2,2,12,17,32,12,17,-32.440018497541,47.7652848597054,15.3252663621644
65,ESP_2022_2,2,11,75,66,11,75,-17.7784995292606,99.4072786003232,81.6287790710626
65,ESP_2022_2,2,12,13,170,12,13,49.2477989475948,99.4072786003232,148.655077547918
65,ESP_2022_2,2,11,85,80,11,85,-9.26641998675547,99.4072786003232,90.1408586135677
65,ESP_2022_2,2,11,112,125,11,112,21.1494507715067,99.4072786003232,120.55672937183
662,ESP_2022_2,2,10,124,90,10,124,18.823533729398,60.8587788411954,79.6823125705934
662,ESP_2022_2,2,11,94,46,11,94,-10.0778949362072,60.8587788411954,50.7808839049881
662,ESP_2022_2,2,13,19,37,13,19,-21.9689967849601,60.8587788411954,38.8897820562352
673,ESP_2022_2,2,10,121,68,10,121,-35.9823838437329,94.5029910401805,58.5206071964476
673,ESP_2022_2,2,11,3,49,11,3,-61.7898873415969,94.5029910401805,32.7131036985836
673,ESP_2022_2,2,13,86,225,13,86,133.926825974215,94.5029910401805,228.429817014396
676,ESP_2022_2,2,12,59,21,12,59,-10.8444722647605,48.1837410162764,37.3392687515158
676,ESP_2022_2,2,13,70,21,13,70,-20.9813992443033,48.1837410162764,27.2023417719731
71,ESP_2022_2,2,10,118,136,10,118,27.3447128275289,99.7454667280084,127.090179555537
71,ESP_2022_2,2,13,49,98,13,49,5.17275157305078,99.7454667280084,104.918218301059
71,ESP_2022_2,2,13,109,107,13,109,11.3312074547791,99.7454667280084,111.076674182788
739,ESP_2022_2,2,13,21,112,13,21,23.06292467675,91.4331713313027,114.496096008053
739,ESP_2022_2,2,12,125,47,12,125,-30.2880025296144,91.4331713313027,61.1451688016884
739,ESP_2022_2,2,12,114,78,12,114,-2.98390306727721,91.4331713313027,88.4492682640255
739,ESP_2022_2,2,11,66,67,11,66,-6.0331670854882,91.4331713313027,85.4000042458146
739,ESP_2022_2,2,12,20,170,12,20,64.8449824189352,91.4331713313027,156.278153750238
739,ESP_2022_2,2,13,72,111,13,72,25.376441237025,91.4331713313027,116.809612568328
739,ESP_2022_2,2,11,40,40,11,40,-40.7064272464363,91.4331713313027,50.7267440848665
739,ESP_2022_2,2,11,32,85,11,32,-1.62371311898835,91.4331713313027,89.8094582123144
740,ESP_2022_2,2,13,116,23,13,116,-25.0991317719478,53.8219442463009,28.7228124743531
740,ESP_2022_2,2,13,4,60,13,4,1.54816667725251,53.8219442463009,55.3701109235534
748,ESP_2022_2,2,12,2,65,12,2,-22.5979900770659,54.7139313804784,32.1159413034125
748,ESP_2022_2,2,11,111,59,11,111,0.356149495448037,54.7139313804784,55.0700808759264
75,ESP_2022_2,2,11,130,57,11,130,-16.031165378369,63.2200131538142,47.1888477754452
75,ESP_2022_2,2,10,48,48,10,48,-7.8974414253217,63.2200131538142,55.3225717284925
75,ESP_2022_2,2,12,99,62,12,99,8.1097144635919,63.2200131538142,71.3297276174061
75,ESP_2022_2,2,11,41,58,11,41,6.06099881673781,63.2200131538142,69.281011970552
77,ESP_2022_2,2,13,92,31,13,92,-28.2252638745734,62.444581741898,34.2193178673246
77,ESP_2022_2,2,13,121,71,13,121,14.9687537016228,62.444581741898,77.4133354435207
77,ESP_2022_2,2,11,61,46,11,61,2.36055508944632,62.444581741898,64.8051368313443
779,ESP_2022_2,2,12,5,92,12,5,-10.1144918126825,72.0066083708563,61.8921165581738
779,ESP_2022_2,2,13,79,94,13,79,26.5906018804943,72.0066083708563,98.5972102513507
779,ESP_2022_2,2,10,60,50,10,60,-13.3383611044356,72.0066083708563,58.6682472664208
7828,ESP_2022_2,2,10,128,68,10,128,-5.81005894391139,62.5564313446306,56.7463724007192
7828,ESP_2022_2,2,12,123,43,12,123,-6.33549917719319,62.5564313446306,56.2209321674374
7828,ESP_2022_2,2,12,105,78,12,105,24.6238229093016,62.5564313446306,87.1802542539322
7828,ESP_2022_2,2,11,50,65,11,50,18.5494274294896,62.5564313446306,81.1058587741202
7828,ESP_2022_2,2,11,45,12,11,45,-36.7231141553775,62.5564313446306,25.8333171892531
7828,ESP_2022_2,2,10,56,49,10,56,-5.03637712707192,62.5564313446306,57.5200542175587
786,ESP_2022_2,2,10,69,45,10,69,-19.1285380489359,72.1526495395681,53.0241114906321
786,ESP_2022_2,2,11,19,88,11,19,10.3188615378512,72.1526495395681,82.4715110774193
786,ESP_2022_2,2,12,126,70,12,126,12.1617627295103,72.1526495395681,84.3144122690783
787,ESP_2022_2,2,12,56,10,12,56,-7.83587751673172,33.2203170604392,25.3844395437074
787,ESP_2022_2,2,11,108,15,11,108,-20.7041306372111,33.2203170604392,12.5161864232281
787,ESP_2022_2,2,10,115,16,10,115,-25.2469257399785,33.2203170604392,7.97339132046064
810,ESP_2022_2,2,11,4,65,11,4,-11.8033163085064,61.0067056923186,49.2033893838122
810,ESP_2022_2,2,10,63,51,10,63,-1.20293690727694,61.0067056923186,59.8037687850417
93,ESP_2022_2,2,13,35,33,13,35,-28.6725233284348,67.5848623958982,38.9123390674634
93,ESP_2022_2,2,10,84,63,10,84,-1.53260422919315,67.5848623958982,66.052258166705
93,ESP_2022_2,2,11,79,81,11,79,26.8533030455316,67.5848623958982,94.4381654414298
ACW_25358,ESP_2022_2,2,12,96,39,12,96,-9.93264716218621,58.5587132917326,48.6260661295464
ACW_25358,ESP_2022_2,2,12,45,47,12,45,-2.02718483520153,58.5587132917326,56.5315284565311
ACW_25358,ESP_2022_2,2,10,82,50,10,82,-4.63921615527634,58.5587132917326,53.9194971364563
ACW_25368,ESP_2022_2,2,12,19,29,12,19,-33.0262217441674,47.3658684949667,14.3396467507992
ACW_25372,ESP_2022_2,2,10,29,97,10,29,18.1210717208902,82.215668695844,100.336740416734
ACW_25375,ESP_2022_2,2,13,48,68,13,48,17.0147416760933,57.7958989227936,74.8106405988869
ACW_25375,ESP_2022_2,2,10,98,26,10,98,-34.7333339914953,57.7958989227936,23.0625649312983
