Genotype,Envir,Management,Row,Position,Fruit_number,R,P,Fruit_number_spats_residuals,Fruit_number_spats_geno_pred_values,Fruit_number_spats_adj_pheno
12_F023,BEL_2018_1,1,25,99,18,25,99,2.26735900149414,16.8166563573004,19.0840153587945
12_F023,BEL_2018_1,1,19,31,4,19,31,-9.58119513068958,16.8166563573004,7.23546122661078
12_F040,BEL_2018_1,1,18,109,41,18,109,8.66699802058324,33.5695379050839,42.2365359256671
12_F045,BEL_2018_1,1,23,110,62,23,110,18.4656089396259,43.8415278726297,62.3071368122556
12_F046,BEL_2018_1,1,17,88,56,17,88,13.1518533900264,42.4725952202178,55.6244486102441
12_F046,BEL_2018_1,1,24,6,45,24,6,4.00790941095093,42.4725952202178,46.4805046311687
12_F052,BEL_2018_1,1,25,74,64,25,74,30.3069796835544,36.0472799946288,66.3542596781832
12_F052,BEL_2018_1,1,18,12,13,18,12,-19.2764249646203,36.0472799946288,16.7708550300085
12_F054,BEL_2018_1,1,18,96,44,18,96,9.55817291505436,37.8518684441112,47.4100413591655
12_F054,BEL_2018_1,1,22,58,43,22,58,3.19380678008623,37.8518684441112,41.0456752241974
12_I002,BEL_2018_1,1,25,53,19,25,53,-2.99387240570171,21.9251200834837,18.931247677782
12_I002,BEL_2018_1,1,22,81,25,22,81,0.553079241410323,21.9251200834837,22.4781993248941
12_I003,BEL_2018_1,1,17,111,9,17,111,-7.32109334605261,16.9784280096143,9.65733466356172
12_I003,BEL_2018_1,1,25,10,14,25,10,0.161573710911714,16.9784280096143,17.140001720526
12_I005,BEL_2018_1,1,19,111,18,19,111,-4.70349338085457,25.1646803932667,20.4611870124121
12_I005,BEL_2018_1,1,25,50,31,25,50,5.35296715847299,25.1646803932667,30.5176475517396
12_I037,BEL_2018_1,1,21,7,20,21,7,-1.13051157816902,18.6353022084055,17.5047906302364
12_I037,BEL_2018_1,1,24,104,14,24,104,-4.44849000087473,18.6353022084055,14.1868122075307
12_I049,BEL_2018_1,1,20,29,51,20,29,16.124579627527,35.8353782864174,51.9599579139444
12_I049,BEL_2018_1,1,25,92,29,25,92,-5.29616124229283,35.8353782864174,30.5392170441246
12_I056,BEL_2018_1,1,22,114,25,22,114,2.12615401545257,19.9122279735163,22.0383819889689
12_I056,BEL_2018_1,1,21,22,15,21,22,-6.48707625598902,19.9122279735163,13.4251517175273
12_I059,BEL_2018_1,1,21,2,50,21,2,9.26949281044181,34.2011397196736,43.4706325301154
12_I062,BEL_2018_1,1,24,13,18,24,13,0.384143458895981,18.1708192684268,18.5549627273228
12_I062,BEL_2018_1,1,23,84,13,23,84,-6.40622253526636,18.1708192684268,11.7645967331604
12_I064,BEL_2018_1,1,19,38,43,19,38,11.3634717700204,36.396280545527,47.7597523155473
12_J001,BEL_2018_1,1,18,115,32,18,115,7.13894613700159,26.5611374159066,33.7000835529082
12_J001,BEL_2018_1,1,19,50,18,19,50,-5.15737029607842,26.5611374159066,21.4037671198282
12_J004,BEL_2018_1,1,26,85,34,26,85,5.36794963024255,30.348874183744,35.7168238139865
12_J004,BEL_2018_1,1,23,32,33,23,32,0.226807197914127,30.348874183744,30.5756813816581
12_J011,BEL_2018_1,1,25,9,21,25,9,0.00340128079147206,24.4873955964169,24.4907968772084
12_J013,BEL_2018_1,1,26,23,36,26,23,8.20437441628623,24.8670740042764,33.0714484205626
12_J013,BEL_2018_1,1,21,85,17,21,85,-7.8387919997333,24.8670740042764,17.0282820045431
12_J015,BEL_2018_1,1,17,28,19,17,28,-1.94328735437139,22.4466608131358,20.5033734587644
12_J019,BEL_2018_1,1,22,25,44,22,25,15.3343229145465,24.1927530498532,39.5270759643996
12_J019,BEL_2018_1,1,20,108,8,20,108,-15.6119857394537,24.1927530498532,8.58076731039942
12_J028,BEL_2018_1,1,26,77,22,26,77,-6.88408434716533,31.7971242026574,24.9130398554921
12_J028,BEL_2018_1,1,21,29,48,21,29,13.8603493829493,31.7971242026574,45.6574735856067
12_J029,BEL_2018_1,1,22,31,42,22,31,6.8094606194479,31.6222613261433,38.4317219455912
12_J031,BEL_2018_1,1,25,106,9,25,106,-6.37580591358296,17.8000035933153,11.4241976797323
12_K010,BEL_2018_1,1,24,117,18,24,117,-4.97942946054636,25.3025333306317,20.3231038700853
12_K010,BEL_2018_1,1,17,2,35,17,2,5.76040329818766,25.3025333306317,31.0629366288194
12_K016,BEL_2018_1,1,18,66,37,18,66,0.816348322985043,35.175611439065,35.99195976205
12_K016,BEL_2018_1,1,18,4,44,18,4,9.38270820978276,35.175611439065,44.5583196488477
12_K018,BEL_2018_1,1,19,8,16,19,8,-3.94869582947243,19.9020067360349,15.9533109065625
12_K018,BEL_2018_1,1,19,109,18,19,109,-0.42197660839749,19.9020067360349,19.4800301276374
12_K023,BEL_2018_1,1,25,35,31,25,35,2.88331671428302,27.5064421413425,30.3897588556255
12_K024,BEL_2018_1,1,26,69,35,26,69,1.07968175842539,38.2166149366008,39.2962966950262
12_K024,BEL_2018_1,1,24,42,50,24,42,12.020235286273,38.2166149366008,50.2368502228738
12_K044,BEL_2018_1,1,19,71,43,19,71,9.49618326439229,34.4387817781201,43.9349650425124
12_K045,BEL_2018_1,1,20,26,16,20,26,-3.15569292477225,21.1756829205907,18.0199899958185
12_K049,BEL_2018_1,1,17,66,32,17,66,0.391769066890355,24.8945257534857,25.2862948203761
12_L001,BEL_2018_1,1,19,70,30,19,70,3.87433379197959,28.5453360788477,32.4196698708272
12_L005,BEL_2018_1,1,23,95,40,23,95,6.091216086344,29.6655089401706,35.7567250265146
12_L005,BEL_2018_1,1,17,58,33,17,58,-1.14833198767091,29.6655089401706,28.5171769524997
12_L012,BEL_2018_1,1,17,31,47,17,31,18.9378681513348,27.3488378774583,46.2867060287931
12_L012,BEL_2018_1,1,26,80,7,26,80,-16.2048925944966,27.3488378774583,11.1439452829617
12_L013,BEL_2018_1,1,26,24,19,26,24,-6.07489625617408,22.6234229031211,16.5485266469471
12_L013,BEL_2018_1,1,23,106,29,23,106,4.30022500739428,22.6234229031211,26.9236479105154
12_N021,BEL_2018_1,1,24,64,15,24,64,-2.36231335470119,19.1931014390302,16.830788084329
12_N021,BEL_2018_1,1,26,56,16,26,56,-2.68459486666777,19.1931014390302,16.5085065723624
12_N034,BEL_2018_1,1,23,57,34,23,57,-0.91999523728861,32.0499994738922,31.1300042366036
12_N034,BEL_2018_1,1,26,97,39,26,97,8.13748192551831,32.0499994738922,40.1874813994105
12_N039,BEL_2018_1,1,21,111,23,21,111,-6.53977419881829,27.1932064031633,20.653432204345
12_N039,BEL_2018_1,1,17,18,34,17,18,9.12429047286976,27.1932064031633,36.3174968760331
12_N041,BEL_2018_1,1,18,1,18,18,1,-4.12860150502899,20.4654181454253,16.3368166403963
12_N041,BEL_2018_1,1,23,92,22,23,92,0.295375969405761,20.4654181454253,20.7607941148311
12_N046,BEL_2018_1,1,23,88,43,23,88,4.37076504184564,37.0439262388813,41.4146912807269
12_N046,BEL_2018_1,1,23,8,48,23,8,7.610506023406,37.0439262388813,44.6544322622872
12_N052,BEL_2018_1,1,21,72,3,21,72,-10.3737256828077,12.7608639126399,2.3871382298322
12_N052,BEL_2018_1,1,23,38,13,23,38,-0.808993910953269,12.7608639126399,11.9518700016866
12_N057,BEL_2018_1,1,26,4,17,26,4,-1.08871277151932,23.3425206053148,22.2538078337955
12_N062,BEL_2018_1,1,19,7,35,19,7,3.81988078497975,34.0329480474161,37.8528288323958
12_N062,BEL_2018_1,1,18,108,37,18,108,5.28917137457734,34.0329480474161,39.3221194219934
12_N063,BEL_2018_1,1,24,57,37,24,57,5.57326511864047,30.3263441918543,35.8996093104948
12_O011,BEL_2018_1,1,21,34,23,21,34,-5.15226140333967,26.089158291729,20.9368968883893
12_O011,BEL_2018_1,1,22,82,35,22,82,6.68360902029273,26.089158291729,32.7727673120217
12_O014,BEL_2018_1,1,17,109,53,17,109,13.645421348975,38.788473007819,52.433894356794
12_O017,BEL_2018_1,1,22,4,31,22,4,1.16328106431703,25.7033101376075,26.8665912019246
12_O026,BEL_2018_1,1,26,60,26,26,60,2.61922616807238,26.008097768129,28.6273239362014
12_O026,BEL_2018_1,1,18,35,21,18,35,-1.16520344475331,26.008097768129,24.8428943233757
12_O056,BEL_2018_1,1,25,95,29,25,95,1.56620698527764,26.1257017451494,27.6919087304271
12_O061,BEL_2018_1,1,19,64,32,19,64,1.80263805782031,32.5667391933925,34.3693772512128
12_O061,BEL_2018_1,1,20,43,36,20,43,5.90777468210881,32.5667391933925,38.4745138755013
12_O063,BEL_2018_1,1,18,103,17,18,103,-5.9966386504229,27.4449190178494,21.4482803674265
12_O063,BEL_2018_1,1,24,14,37,24,14,8.82126750076356,27.4449190178494,36.2661865186129
12_O072,BEL_2018_1,1,23,66,45,23,66,11.36442401269,32.7777326936568,44.1421567063468
12_O072,BEL_2018_1,1,21,45,30,21,45,-3.45274129274056,32.7777326936568,29.3249914009163
12_O074,BEL_2018_1,1,18,45,27,18,45,-2.74198322703566,33.1206219897787,30.3786387627431
12_O074,BEL_2018_1,1,24,94,45,24,94,10.9807533771344,33.1206219897787,44.1013753669131
12_P001,BEL_2018_1,1,20,35,16,20,35,-2.04649879022364,20.0616331014324,18.0151343112088
12_P001,BEL_2018_1,1,22,107,20,22,107,-2.17190357613215,20.0616331014324,17.8897295253003
12_P002,BEL_2018_1,1,19,16,22,19,16,2.31583214434197,22.5690982199602,24.8849303643022
12_P002,BEL_2018_1,1,17,94,18,17,94,-4.14232455292396,22.5690982199602,18.4267736670362
12_P003,BEL_2018_1,1,25,90,22,25,90,-1.31156598271355,23.2765118655055,21.9649458827919
12_P003,BEL_2018_1,1,24,31,25,24,31,0.159886448114172,23.2765118655055,23.4363983136196
12_P018,BEL_2018_1,1,26,118,17,26,118,4.43591727941012,18.1208571059665,22.5567743853766
12_P018,BEL_2018_1,1,25,23,8,25,23,-10.5056560392663,18.1208571059665,7.61520106670016
12_P025,BEL_2018_1,1,18,7,9,18,7,-4.23453968700397,16.3084154055916,12.0738757185876
12_P025,BEL_2018_1,1,18,95,11,18,95,-3.56411538717222,16.3084154055916,12.7443000184193
12_P027,BEL_2018_1,1,20,23,26,20,23,3.86464568044876,23.1718955576079,27.0365412380567
12_P027,BEL_2018_1,1,17,73,24,17,73,-5.11612033752327,23.1718955576079,18.0557752200846
12_P029,BEL_2018_1,1,18,3,16,18,3,-6.47463296855685,21.7212205816077,15.2465876130509
12_P029,BEL_2018_1,1,20,74,25,20,74,3.83933689959141,21.7212205816077,25.5605574811991
12_P034,BEL_2018_1,1,21,68,39,21,68,10.7171955208663,27.371595489109,38.0887910099753
12_P034,BEL_2018_1,1,26,28,22,26,28,-7.96251112448335,27.371595489109,19.4090843646257
12_P055,BEL_2018_1,1,25,69,44,25,69,15.0612139514894,32.8591799406114,47.9203938921009
12_P055,BEL_2018_1,1,20,33,25,20,33,-7.07183743648597,32.8591799406114,25.7873425041255
12_P056,BEL_2018_1,1,18,18,7,18,18,-10.7915135579687,22.5242696665414,11.7327561085727
12_P056,BEL_2018_1,1,22,85,33,22,85,8.92225849537294,22.5242696665414,31.4465281619143
1218,BEL_2018_1,1,19,48,30,19,48,4.6305567433023,29.3380927903239,33.9686495336262
1236,BEL_2018_1,1,18,13,5,18,13,-7.91997036964993,16.1812392672275,8.26126889757753
13_10,BEL_2018_1,1,23,17,15,23,17,-1.62387687352787,14.6179818212127,12.9941049476848
13_10,BEL_2018_1,1,26,103,4,26,103,-7.78730907637396,14.6179818212127,6.83067274483874
13_109,BEL_2018_1,1,17,4,33,17,4,5.27445663082378,26.6255080764497,31.8999647072734
13_109,BEL_2018_1,1,19,102,20,19,102,-3.23147661609819,26.6255080764497,23.3940314603515
13_139,BEL_2018_1,1,20,64,30,20,64,4.15486810087562,27.358361776082,31.5132298769576
13_139,BEL_2018_1,1,21,44,27,21,44,-1.41280754908121,27.358361776082,25.9455542270007
13_32,BEL_2018_1,1,25,15,28,25,15,4.71808543343752,24.2907832611409,29.0088686945784
13_32,BEL_2018_1,1,25,98,18,25,98,-4.90223571581355,24.2907832611409,19.3885475453273
13_35,BEL_2018_1,1,22,43,17,22,43,-4.17078470806237,19.2380565221153,15.0672718140529
13_35,BEL_2018_1,1,26,70,14,26,70,-0.833240160677182,19.2380565221153,18.4048163614381
13_38,BEL_2018_1,1,22,62,29,22,62,4.00169912284132,22.9452162331695,26.9469153560108
13_38,BEL_2018_1,1,26,43,20,26,43,-5.46940671146876,22.9452162331695,17.4758095217007
130,BEL_2018_1,1,22,27,4,22,27,-13.2829597871109,14.9005717717935,1.61761198468261
130,BEL_2018_1,1,23,89,21,23,89,4.14134078422921,14.9005717717935,19.0419125560227
131,BEL_2018_1,1,17,34,12,17,34,-4.71211686034259,16.0857802127954,11.3736633524529
131,BEL_2018_1,1,19,90,9,19,90,-3.29891338534246,16.0857802127954,12.786866827453
133,BEL_2018_1,1,20,22,23,20,22,-1.58286403667486,26.4657941593997,24.8829301227248
133,BEL_2018_1,1,21,104,32,21,104,3.47349046300382,26.4657941593997,29.9392846224035
135,BEL_2018_1,1,23,25,11,23,25,-6.30332448764425,14.1215280967426,7.81820360909834
135,BEL_2018_1,1,20,30,19,20,30,5.69790042838689,14.1215280967426,19.8194285251295
135,BEL_2018_1,1,21,102,13,21,102,-2.99815615416326,14.1215280967426,11.1233719425793
135,BEL_2018_1,1,22,65,10,22,65,-6.28118066215422,14.1215280967426,7.84034743458837
1377,BEL_2018_1,1,18,44,22,18,44,1.84543599543607,23.2586702685414,25.1041062639775
1377,BEL_2018_1,1,17,92,19,17,92,-3.01413490674608,23.2586702685414,20.2445353617954
140,BEL_2018_1,1,22,92,15,22,92,-5.38641344988571,18.8371944303668,13.4507809804811
141,BEL_2018_1,1,21,31,22,21,31,2.3003364296649,16.9386904283979,19.2390268580628
141,BEL_2018_1,1,17,74,14,17,74,-9.49776236129104,16.9386904283979,7.44092806710687
143,BEL_2018_1,1,19,86,21,19,86,2.9543154428729,22.2335856305499,25.1879010734228
143,BEL_2018_1,1,23,26,18,23,26,-5.1008585263932,22.2335856305499,17.1327271041567
1446,BEL_2018_1,1,24,28,18,24,28,0.348636261548958,17.9534156084542,18.3020518700032
1446,BEL_2018_1,1,20,68,10,20,68,-6.57810006893807,17.9534156084542,11.3753155395161
1478,BEL_2018_1,1,19,114,21,19,114,3.94429840285346,18.9610443126914,22.9053427155449
1478,BEL_2018_1,1,22,30,13,22,30,-9.21256952461161,18.9610443126914,9.74847478807982
1481,BEL_2018_1,1,18,55,26,18,55,3.68724910787086,23.5586830827782,27.245932190649
1481,BEL_2018_1,1,19,80,14,19,80,-4.56976113166245,23.5586830827782,18.9889219511157
149,BEL_2018_1,1,26,81,17,26,81,2.29326581272806,16.305156139808,18.5984219525361
149,BEL_2018_1,1,19,3,7,19,3,-10.095029951204,16.305156139808,6.21012618860401
15,BEL_2018_1,1,22,93,9,22,93,-8.1186943973481,15.9729147163609,7.8542203190128
152,BEL_2018_1,1,21,103,9,21,103,-5.30396324321957,14.0245449571573,8.72058171393778
152,BEL_2018_1,1,25,20,8,25,20,-4.67331135691138,14.0245449571573,9.35123360024597
163,BEL_2018_1,1,22,106,18,22,106,-4.82560412008343,19.4250969256317,14.5994928055482
17,BEL_2018_1,1,18,78,11,18,78,-0.780171152855798,12.8581957322901,12.0780245794343
17,BEL_2018_1,1,22,24,5,22,24,-10.3097021050143,12.8581957322901,2.54849362727584
173,BEL_2018_1,1,26,9,13,26,9,-3.4726274844104,19.0265546696421,15.5539271852317
173,BEL_2018_1,1,17,113,17,17,113,-1.7331522894244,19.0265546696421,17.2934023802177
1870,BEL_2018_1,1,26,26,22,26,26,2.14777907593971,17.3796795759034,19.5274586518431
1870,BEL_2018_1,1,21,86,9,21,86,-8.92453860411545,17.3796795759034,8.45514097178794
1872,BEL_2018_1,1,23,21,4,23,21,-6.94674957538154,9.26776244363413,2.32101286825259
1872,BEL_2018_1,1,18,69,2,18,69,-7.56809381363867,9.26776244363413,1.69966862999546
1889,BEL_2018_1,1,18,80,23,18,80,5.92112628098638,20.0783745117189,25.9995007927052
1889,BEL_2018_1,1,17,9,9,17,9,-10.1235587558069,20.0783745117189,9.95481575591198
1900,BEL_2018_1,1,22,113,15,22,113,-1.66180961851959,13.5000496906143,11.8382400720947
1900,BEL_2018_1,1,22,22,7,22,22,-8.81578917020314,13.5000496906143,4.68426052041111
1901,BEL_2018_1,1,20,4,15,20,4,-3.29593596045907,16.638376247979,13.3424402875199
1901,BEL_2018_1,1,17,108,12,17,108,-4.18796433657179,16.638376247979,12.4504119114072
192,BEL_2018_1,1,17,43,9,17,43,-8.74919212978929,17.0315051480818,8.28231301829252
192,BEL_2018_1,1,17,86,20,17,86,1.64030360217301,17.0315051480818,18.6718087502548
1935,BEL_2018_1,1,17,72,20,17,72,-3.34645622884611,17.5852023958863,14.2387461670402
1935,BEL_2018_1,1,20,38,12,20,38,-3.2342518862773,17.5852023958863,14.350950509609
1951,BEL_2018_1,1,20,41,15,20,41,-0.888985890626852,17.5532218521163,16.6642359614895
1951,BEL_2018_1,1,18,72,12,18,72,-5.72222896237022,17.5532218521163,11.8309928897461
1952,BEL_2018_1,1,18,25,12,18,25,-4.8262493787095,19.4244204940243,14.5981711153148
1962,BEL_2018_1,1,18,6,23,18,6,-0.479320717003045,24.2040375744515,23.7247168574484
1962,BEL_2018_1,1,23,115,25,23,115,0.2124223755401,24.2040375744515,24.4164599499916
197,BEL_2018_1,1,21,114,26,21,114,-0.627721163447124,23.8257831016384,23.1980619381913
1988,BEL_2018_1,1,25,12,5,25,12,-8.24828598724999,15.8370624488968,7.58877646164681
1989,BEL_2018_1,1,20,65,18,20,65,2.44195231711486,16.6346208582376,19.0765731753525
1989,BEL_2018_1,1,20,5,8,20,5,-9.92943493880146,16.6346208582376,6.70518591943616
1991,BEL_2018_1,1,19,14,12,19,14,-3.90545363096779,17.8760157691885,13.9705621382207
1991,BEL_2018_1,1,21,112,18,21,112,-2.39784308635963,17.8760157691885,15.4781726828289
1997,BEL_2018_1,1,23,74,15,23,74,-5.36737605676031,18.8571515357981,13.4897754790378
2,BEL_2018_1,1,20,14,19,20,14,-3.15890499366779,21.1723156739735,18.0134106803057
200,BEL_2018_1,1,18,11,21,18,11,-1.95988191939827,26.8454325593499,24.8855506399516
200,BEL_2018_1,1,22,76,33,22,76,4.21265131732211,26.8454325593499,31.058083876672
2003,BEL_2018_1,1,24,84,15,24,84,-0.241869532469748,15.6584899558356,15.4166204233659
2003,BEL_2018_1,1,19,17,4,19,17,-8.1767595320105,15.6584899558356,7.48173042382512
2010,BEL_2018_1,1,19,15,23,19,15,0.886101994467289,25.412740316208,26.2988423106753
202,BEL_2018_1,1,24,2,12,24,2,-2.58147231614508,15.5899347760888,13.0084624599437
202,BEL_2018_1,1,18,76,16,18,76,0.56278305808822,15.5899347760888,16.152717834177
202,BEL_2018_1,1,26,100,8,26,100,-6.46533565814699,15.5899347760888,9.12459911794178
2026,BEL_2018_1,1,24,7,1,24,7,-9.88458784111328,14.1217094906428,4.23712164952947
203,BEL_2018_1,1,19,75,19,19,75,-1.30049943727225,23.1205023494775,21.8200029122052
204,BEL_2018_1,1,22,79,10,22,79,-7.3695696724256,16.7582302802119,9.38866060778629
2050,BEL_2018_1,1,24,49,8,24,49,-5.55147657098222,13.0789489632758,7.52747239229358
2050,BEL_2018_1,1,17,61,13,17,61,-5.32781674800704,13.0789489632758,7.75113221526876
2055,BEL_2018_1,1,18,82,3,18,82,-9.71805548647011,14.2962871619371,4.57823167546702
2061,BEL_2018_1,1,19,95,28,19,95,-0.618000968885291,31.1557168623155,30.5377158934302
2061,BEL_2018_1,1,19,57,37,19,57,6.9824175713584,31.1557168623155,38.1381344336739
216,BEL_2018_1,1,18,84,21,18,84,-0.433360473519794,24.029533518255,23.5961730447352
241,BEL_2018_1,1,23,15,27,23,15,0.320678893178673,24.771549460576,25.0922283537547
241,BEL_2018_1,1,23,68,25,23,68,-0.046218823892012,24.771549460576,24.725330636684
2410,BEL_2018_1,1,26,63,9,26,63,-1.0836005971947,13.1370871811221,12.0534865839274
2410,BEL_2018_1,1,21,16,7,21,16,-9.74023377197052,13.1370871811221,3.39685340915159
2422,BEL_2018_1,1,18,21,24,18,21,0.0421355860857453,28.2038049203864,28.2459405064721
2422,BEL_2018_1,1,23,105,34,23,105,3.50640632437278,28.2038049203864,31.7102112447591
2443,BEL_2018_1,1,25,39,25,25,39,3.83239744770867,19.8717949345281,23.7041923822368
2443,BEL_2018_1,1,21,117,16,21,117,-8.23188939271048,19.8717949345281,11.6399055418176
249,BEL_2018_1,1,24,75,18,24,75,5.38108830070339,14.4707518964108,19.8518401971142
249,BEL_2018_1,1,22,3,17,22,3,-2.52809669333243,14.4707518964108,11.9426552030784
249,BEL_2018_1,1,24,87,4,24,87,-9.92757739527322,14.4707518964108,4.5431745011376
249,BEL_2018_1,1,25,21,12,25,21,-2.47704507611362,14.4707518964108,11.9937068202972
25,BEL_2018_1,1,24,65,10,24,65,-0.814267061327964,12.3184232571454,11.5041561958174
25,BEL_2018_1,1,19,29,5,19,29,-3.52267350805063,12.3184232571454,8.79574974909473
25,BEL_2018_1,1,25,42,5,25,42,-7.26783004386885,12.3184232571454,5.05059321327652
26,BEL_2018_1,1,26,105,7,26,105,-7.8118006067635,16.2946348013845,8.48283419462098
261,BEL_2018_1,1,20,54,7,20,54,-3.46138909721429,12.5243342582636,9.06294516104927
261,BEL_2018_1,1,21,75,5,21,75,-7.9469598109611,12.5243342582636,4.57737444730245
262,BEL_2018_1,1,22,18,2,22,18,-12.3412322401011,11.5463825561699,-0.794849683931163
2625,BEL_2018_1,1,25,79,11,25,79,-4.75383476978719,19.5003335129715,14.7464987431843
2651,BEL_2018_1,1,17,93,3,17,93,-9.56940785030915,14.4521160891147,4.88270823880555
2653,BEL_2018_1,1,19,110,11,19,110,-1.60547183884802,16.5082987716771,14.9028269328291
2653,BEL_2018_1,1,23,20,11,23,20,-6.00251138501986,16.5082987716771,10.5057873866572
267,BEL_2018_1,1,22,2,57,22,2,12.8354068048341,37.939325986907,50.774732791741
2671,BEL_2018_1,1,23,36,8,23,36,-8.35331476444307,15.7269596440661,7.37364487962308
270,BEL_2018_1,1,26,64,5,26,64,-7.91522150242317,16.1862175561823,8.27099605375909
2720,BEL_2018_1,1,25,81,2,25,81,-10.2439268548652,13.7450105100725,3.50108365520728
2722,BEL_2018_1,1,17,3,22,17,3,-0.739919613560989,20.3517046357233,19.6117850221623
2722,BEL_2018_1,1,23,111,18,23,111,-3.20177900676439,20.3517046357233,17.1499256289589
2732,BEL_2018_1,1,21,88,10,21,88,-5.1138690246497,14.850953987284,9.73708496263434
2732,BEL_2018_1,1,20,11,10,20,11,-4.07508115423671,14.850953987284,10.7758728330473
2762,BEL_2018_1,1,25,68,9,25,68,-5.04841815154812,17.6673379100921,12.618919758544
2762,BEL_2018_1,1,20,53,15,20,53,-1.45393961969043,17.6673379100921,16.2133982904017
2784,BEL_2018_1,1,17,105,30,17,105,7.88972348183897,22.2976035548443,30.1873270366832
2784,BEL_2018_1,1,22,7,15,22,7,-9.97519887214827,22.2976035548443,12.322404682696
2785,BEL_2018_1,1,25,103,11,25,103,-2.35888631246337,16.8020822822502,14.4431959697868
2785,BEL_2018_1,1,19,53,9,19,53,-4.96885225349194,16.8020822822502,11.8332300287582
2794,BEL_2018_1,1,26,109,7,26,109,-6.55081498267723,15.6869805303249,9.13616554764772
2794,BEL_2018_1,1,22,1,19,22,1,-1.84063647988129,15.6869805303249,13.8463440504437
2796,BEL_2018_1,1,19,49,9,19,49,-5.6841101909948,18.5251157119333,12.8410055209385
2802,BEL_2018_1,1,21,15,12,21,15,-8.27492213963898,17.1417922237407,8.86687008410174
2802,BEL_2018_1,1,20,111,18,20,111,1.27123816802353,17.1417922237407,18.4130303917643
2809,BEL_2018_1,1,26,33,17,26,33,-10.8851021007139,23.6235256900006,12.7384235892866
2809,BEL_2018_1,1,17,71,41,17,71,10.0644444479992,23.6235256900006,33.6879701379997
2813,BEL_2018_1,1,20,28,46,20,28,13.8273850954461,34.3135526274297,48.1409377228757
2813,BEL_2018_1,1,20,110,28,20,110,-4.45065986471758,34.3135526274297,29.8628927627121
2817,BEL_2018_1,1,22,61,19,22,61,-3.58174668910958,20.7290461443102,17.1472994552007
2820,BEL_2018_1,1,18,89,12,18,89,-3.67847754211904,18.9809690574984,15.3024915153793
2820,BEL_2018_1,1,20,7,17,20,7,-1.57078705581645,18.9809690574984,17.4101820016819
2827,BEL_2018_1,1,23,62,16,23,62,-0.0139403781672982,15.3747666641517,15.3608262859844
2827,BEL_2018_1,1,26,7,2,26,7,-8.67533674503033,15.3747666641517,6.69942991912141
2830,BEL_2018_1,1,24,99,12,24,99,-2.8013080788547,14.3665844609846,11.5652763821299
2830,BEL_2018_1,1,19,40,3,19,40,-6.84968972120784,14.3665844609846,7.51689473977674
2831,BEL_2018_1,1,18,52,16,18,52,-7.73287342181818,24.8315818588854,17.0987084370672
2831,BEL_2018_1,1,22,77,35,22,77,8.0645993291195,24.8315818588854,32.8961811880049
2848,BEL_2018_1,1,22,87,22,22,87,-1.90111048862243,22.4908752783713,20.5897647897488
2849,BEL_2018_1,1,24,50,38,24,50,3.20672676659913,34.0862687921714,37.2929955587705
2849,BEL_2018_1,1,21,73,41,21,73,5.95318888030771,34.0862687921714,40.0394576724791
2850,BEL_2018_1,1,17,14,35,17,14,5.22895481645981,29.9653999724191,35.1943547888789
2855,BEL_2018_1,1,21,23,35,21,23,8.38539481615146,24.2103458664795,32.595740682631
2855,BEL_2018_1,1,20,76,14,20,76,-8.64627557977965,24.2103458664795,15.5640702866999
286,BEL_2018_1,1,19,81,27,19,81,6.16421301103804,23.7171906481327,29.8814036591708
286,BEL_2018_1,1,20,57,17,20,57,-6.89552220406929,23.7171906481327,16.8216684440634
2862,BEL_2018_1,1,24,81,16,24,81,-3.40723625810063,19.432935220085,16.0256989619844
2862,BEL_2018_1,1,26,3,13,26,3,-1.41089079104911,19.432935220085,18.0220444290359
2865,BEL_2018_1,1,17,7,7,17,7,-11.1475264324291,19.4709079057434,8.32338147331425
2865,BEL_2018_1,1,18,67,28,18,67,6.36562211845466,19.4709079057434,25.8365300241981
2872,BEL_2018_1,1,23,60,29,23,60,8.52476265403559,20.4314986801624,28.956261334198
2872,BEL_2018_1,1,25,28,8,25,28,-12.3903444948873,20.4314986801624,8.04115418527507
290,BEL_2018_1,1,19,94,7,19,94,-6.37029552353575,17.7145572622155,11.3442617386798
290,BEL_2018_1,1,24,22,17,24,22,-0.0870189736373597,17.7145572622155,17.6275382885781
2902,BEL_2018_1,1,26,91,20,26,91,-8.52356007197322,29.9940423248435,21.4704822528703
2902,BEL_2018_1,1,22,56,46,22,56,13.7798372736865,29.9940423248435,43.77387959853
2936,BEL_2018_1,1,17,87,4,17,87,-10.0940547498341,13.9021230612304,3.80806831139636
2971,BEL_2018_1,1,22,42,19,22,42,1.86973826902344,15.7047242020995,17.5744624711229
2971,BEL_2018_1,1,22,110,7,22,110,-10.2442637672321,15.7047242020995,5.46046043486736
2974,BEL_2018_1,1,18,9,12,18,9,-0.496745106853149,15.2831588279151,14.786413721062
2974,BEL_2018_1,1,25,107,3,25,107,-8.27991815547172,15.2831588279151,7.00324067244339
2975,BEL_2018_1,1,17,29,1,17,29,-11.4002518118462,12.5328225320553,1.13257072020905
2979,BEL_2018_1,1,25,22,6,25,22,-8.709283051511,15.3537942327913,6.64451118128034
2980,BEL_2018_1,1,21,97,9,21,97,-7.6031543156697,16.5133609684493,8.91020665277957
2992,BEL_2018_1,1,23,90,48,23,90,10.1168166136377,35.0893984409965,45.2062150546342
