Genotype,Envir,Management,Row,Position,Flowering_full,R,P,Flowering_full_spats_residuals,Flowering_full_spats_geno_pred_values,Flowering_full_spats_adj_pheno
34,ESP_2020_1,1,2,48,100,2,48,-0.832843036311118,99.8421917127274,99.0093486764162
34,ESP_2020_1,1,3,111,104,3,111,3.04421235231939,99.8421917127274,102.886404065047
345,ESP_2020_1,1,5,27,91,5,27,-6.45711560445839,98.3939184709929,91.9368028665345
345,ESP_2020_1,1,9,66,104,9,66,5.16707926422657,98.3939184709929,103.560997735219
353,ESP_2020_1,1,7,122,104,7,122,3.06376545195857,101.610246202482,104.674011654441
353,ESP_2020_1,1,7,64,104,7,64,3.4221259725677,101.610246202482,105.03237217505
366,ESP_2020_1,1,1,8,93,1,8,-5.13621048202276,97.5843500004047,92.4481395183819
366,ESP_2020_1,1,7,70,98,7,70,1.88892771870843,97.5843500004047,99.4732777191131
37,ESP_2020_1,1,6,29,100,6,29,1.73521160768689,99.500583470273,101.23579507796
37,ESP_2020_1,1,2,102,100,2,102,-0.349728593986725,99.500583470273,99.1508548762862
378,ESP_2020_1,1,8,108,99,8,108,-1.54287622738724,100.058363731,98.5154875036125
378,ESP_2020_1,1,9,53,104,9,53,4.27687201034139,100.058363731,104.335235741341
40,ESP_2020_1,1,4,36,94,4,36,-1.09997323116836,96.0323244914103,94.932351260242
40,ESP_2020_1,1,3,118,100,3,118,3.39163715977708,96.0323244914103,99.4239616511874
40,ESP_2020_1,1,2,78,93,2,78,-3.9359077370834,96.0323244914103,92.0964167543269
40,ESP_2020_1,1,6,10,91,6,10,-3.94649036127612,96.0323244914103,92.0858341301342
40,ESP_2020_1,1,8,116,101,8,116,4.0565362120643,96.0323244914103,100.088860703475
40,ESP_2020_1,1,9,20,91,9,20,-5.46532626063993,96.0323244914103,90.5669982307704
405,ESP_2020_1,1,3,109,100,3,109,-0.992824334960929,100.136520528719,99.1436961937577
405,ESP_2020_1,1,8,7,104,8,7,3.91577524442053,100.136520528719,104.052295773139
409,ESP_2020_1,1,6,6,91,6,6,-4.08962576513407,96.398876330691,92.3092505655569
409,ESP_2020_1,1,8,82,94,8,82,-2.02370747321926,96.398876330691,94.3751688574717
410,ESP_2020_1,1,7,17,100,7,17,2.55900784549765,98.6924550738491,101.251462919347
410,ESP_2020_1,1,4,127,94,4,127,-3.12728967165505,98.6924550738491,95.565165402194
424,ESP_2020_1,1,1,26,104,1,26,-2.86839969266644,105.951083211904,103.082683519238
424,ESP_2020_1,1,1,97,127,1,97,19.8488793065068,105.951083211904,125.799962518411
428,ESP_2020_1,1,2,32,104,2,32,2.23516311081372,100.901860920407,103.137024031221
428,ESP_2020_1,1,1,103,104,1,103,2.53810657771653,100.901860920407,103.439967498124
43,ESP_2020_1,1,2,34,104,2,34,3.11502337789298,100.210366787188,103.325390165081
43,ESP_2020_1,1,6,69,99,6,69,-0.0135386809918856,100.210366787188,100.196828106196
435,ESP_2020_1,1,6,22,100,6,22,0.990244891798838,99.9717549955274,100.961999887326
435,ESP_2020_1,1,6,76,100,6,76,1.53436200822631,99.9717549955274,101.506117003754
440,ESP_2020_1,1,3,10,100,3,10,-0.333734920163522,99.2279455305007,98.8942106103372
440,ESP_2020_1,1,1,118,100,1,118,1.06007710538252,99.2279455305007,100.288022635883
445,ESP_2020_1,1,6,82,104,6,82,3.60521027034768,101.60464866069,105.209858931037
445,ESP_2020_1,1,8,41,104,8,41,2.86714830420981,101.60464866069,104.4717969649
447,ESP_2020_1,1,9,129,100,9,129,-0.969853858404775,99.0205084402323,98.0506545818275
447,ESP_2020_1,1,8,60,100,8,60,1.1946875021067,99.0205084402323,100.215195942339
45,ESP_2020_1,1,8,23,100,8,23,2.55707329189112,97.5539395648615,100.111012856753
45,ESP_2020_1,1,6,129,91,6,129,-5.87787758964491,97.5539395648615,91.6760619752166
457,ESP_2020_1,1,9,120,104,9,120,2.21478179110598,100.268689533764,102.48347132487
457,ESP_2020_1,1,4,9,100,4,9,1.02770640490152,100.268689533764,101.296395938665
46,ESP_2020_1,1,1,58,107,1,58,5.01709077294748,101.002711717773,106.01980249072
462,ESP_2020_1,1,8,100,100,8,100,1.0132148808009,99.3466036037392,100.35981848454
465,ESP_2020_1,1,8,24,100,8,24,0.997236474808815,99.1482409661774,100.145477440986
465,ESP_2020_1,1,3,93,100,3,93,-0.463591361045559,99.1482409661774,98.6846496051319
468,ESP_2020_1,1,9,108,94,9,108,-4.19833126683884,97.1909713877921,92.9926401209533
472,ESP_2020_1,1,5,45,100,5,45,0.933416669430898,99.2051775657793,100.13859423521
472,ESP_2020_1,1,8,103,99,8,103,-0.262119263166426,99.2051775657793,98.9430583026129
473,ESP_2020_1,1,5,1,91,5,1,-4.70436253916739,96.4920843085889,91.7877217694215
473,ESP_2020_1,1,6,68,94,6,68,-1.18362721315455,96.4920843085889,95.3084570954344
483,ESP_2020_1,1,2,84,93,2,84,-2.10001655173744,94.2381359917452,92.1381194400078
483,ESP_2020_1,1,1,54,86,1,54,-9.23721244498138,94.2381359917452,85.0009235467638
488,ESP_2020_1,1,7,48,104,7,48,4.55744566907282,100.812590443635,105.370036112708
489,ESP_2020_1,1,8,95,100,8,95,0.230918056136446,99.647980483243,99.8788985393795
489,ESP_2020_1,1,7,26,100,7,26,1.51091810975478,99.647980483243,101.158898592998
49,ESP_2020_1,1,1,70,104,1,70,2.41214769531732,100.285934498962,102.69808219428
49,ESP_2020_1,1,4,41,100,4,41,0.872032646169785,100.285934498962,101.157967145132
491,ESP_2020_1,1,6,62,104,6,62,4.92606740648546,100.450798952986,105.376866359471
491,ESP_2020_1,1,8,127,100,8,127,-1.24330390044307,100.450798952986,99.2074950525428
5,ESP_2020_1,1,2,21,100,2,21,-0.0652488093110009,99.5591126357356,99.4938638264246
5,ESP_2020_1,1,6,87,100,6,87,1.59223436900894,99.5591126357356,101.151347004745
50,ESP_2020_1,1,5,37,104,5,37,5.86071065897677,98.8277115018875,104.688422160864
50,ESP_2020_1,1,7,89,91,7,89,-6.10199091627993,98.8277115018875,92.7257205856076
508,ESP_2020_1,1,1,43,118,1,43,15.3219719552766,101.299949121899,116.621921077175
508,ESP_2020_1,1,8,92,91,8,92,-9.58626766516792,101.299949121899,91.7136814567309
515,ESP_2020_1,1,5,91,100,5,91,2.55866869352987,97.6491396983868,100.207808391917
515,ESP_2020_1,1,3,61,93,3,61,-5.64931318690812,97.6491396983868,91.9998265114787
52,ESP_2020_1,1,7,94,91,7,94,-5.28978598627462,97.6387064860654,92.3489204997907
52,ESP_2020_1,1,2,3,100,2,3,2.17391772463108,97.6387064860654,99.8126242106964
522,ESP_2020_1,1,8,46,91,8,46,-4.58662581500946,96.0456513200014,91.459025504992
522,ESP_2020_1,1,5,117,93,5,117,-2.38067890794632,96.0456513200014,93.6649724120551
526,ESP_2020_1,1,7,93,99,7,93,0.585257276903505,99.7091946481223,100.294451925026
526,ESP_2020_1,1,4,62,100,4,62,1.30457280130609,99.7091946481223,101.013767449428
533,ESP_2020_1,1,9,91,94,9,91,-3.47524620591919,96.8762954248868,93.4010492189676
533,ESP_2020_1,1,6,65,94,6,65,-1.48385876345631,96.8762954248868,95.3924366614305
543,ESP_2020_1,1,1,45,100,1,45,-0.406555008588981,98.7593495286339,98.352794520045
546,ESP_2020_1,1,3,50,100,3,50,0.00778968215911391,98.9307333634078,98.9385230455669
548,ESP_2020_1,1,5,49,94,5,49,-1.76123101920328,96.5622361013527,94.8010050821494
548,ESP_2020_1,1,7,78,91,7,78,-3.95715683970496,96.5622361013527,92.6050792616477
549,ESP_2020_1,1,4,125,100,4,125,1.3206739926938,99.9127362625797,101.233410255274
549,ESP_2020_1,1,5,9,100,5,9,1.06124676260936,99.9127362625797,100.973983025189
55,ESP_2020_1,1,2,61,100,2,61,0.214414332035318,99.1661949280162,99.3806092600515
55,ESP_2020_1,1,2,111,100,2,111,0.362637026987258,99.1661949280162,99.5288319550034
56,ESP_2020_1,1,2,117,100,2,117,0.358154788797094,99.5986366819469,99.9567914707439
56,ESP_2020_1,1,6,43,100,6,43,1.26438574973612,99.5986366819469,100.863022431683
560,ESP_2020_1,1,2,69,93,2,69,-3.88602683172763,95.7989793881406,91.912952556413
560,ESP_2020_1,1,4,58,91,4,58,-3.67764221845842,95.7989793881406,92.1213371696822
562,ESP_2020_1,1,1,128,100,1,128,2.79561947492338,97.7666079491092,100.562227424033
562,ESP_2020_1,1,6,19,91,6,19,-5.6022678371462,97.7666079491092,92.164340111963
564,ESP_2020_1,1,3,110,100,3,110,0.211646514034712,99.0150538974265,99.2267004114612
565,ESP_2020_1,1,2,23,99,2,23,-0.545148536384616,98.9366260283512,98.3914774919666
565,ESP_2020_1,1,1,92,100,1,92,0.567184570522628,98.9366260283512,99.5038105988738
567,ESP_2020_1,1,4,15,104,4,15,3.46074480684494,101.229268458025,104.69001326487
567,ESP_2020_1,1,9,112,104,9,112,2.10407896904654,101.229268458025,103.333347427071
57,ESP_2020_1,1,5,68,100,5,68,1.30251902607378,99.4662673883609,100.768786414435
570,ESP_2020_1,1,1,76,104,1,76,2.89662256922819,100.125630436453,103.022253005681
575,ESP_2020_1,1,2,115,87,2,115,-7.56078833946619,94.1831000861182,86.6223117466521
575,ESP_2020_1,1,3,3,91,3,3,-3.90949775290675,94.1831000861182,90.2736023332115
577,ESP_2020_1,1,9,32,94,9,32,-2.58001469006696,96.2216402350467,93.6416255449798
577,ESP_2020_1,1,4,71,91,4,71,-3.96181190844497,96.2216402350467,92.2598283266018
58,ESP_2020_1,1,8,33,94,8,33,-3.96774916057611,98.2725502312022,94.3048010706261
58,ESP_2020_1,1,5,69,100,5,69,2.38428791332737,98.2725502312022,100.65683814453
582,ESP_2020_1,1,3,44,100,3,44,-0.40830045370474,99.1886044917056,98.7803040380009
582,ESP_2020_1,1,2,125,100,2,125,1.03953010643325,99.1886044917056,100.228134598139
584,ESP_2020_1,1,6,115,100,6,115,0.773435233190654,99.8551309035956,100.628566136786
584,ESP_2020_1,1,6,63,100,6,63,1.46921640909942,99.8551309035956,101.324347312695
587,ESP_2020_1,1,7,3,94,7,3,-1.80703307489011,97.3245126003093,95.5174795254192
587,ESP_2020_1,1,4,110,94,4,110,-2.06844339951356,97.3245126003093,95.2560692007958
592,ESP_2020_1,1,4,63,98,4,63,0.215699693614283,98.7429408718828,98.958640565497
592,ESP_2020_1,1,1,119,98,1,119,-0.661924953578762,98.7429408718828,98.081015918304
6,ESP_2020_1,1,1,122,104,1,122,4.49383680625013,99.8814879741518,104.375324780402
6,ESP_2020_1,1,9,119,104,9,119,2.63629142939173,99.8814879741518,102.517779403544
6,ESP_2020_1,1,4,23,94,4,23,-4.82375464277787,99.8814879741518,95.0577333313739
601,ESP_2020_1,1,8,126,91,8,126,-4.35292722194326,94.6212425977617,90.2683153758185
601,ESP_2020_1,1,7,107,94,7,107,0.786847490016967,94.6212425977617,95.4080900877787
601,ESP_2020_1,1,7,65,94,7,65,1.03503967018906,94.6212425977617,95.6562822679508
601,ESP_2020_1,1,2,12,93,2,12,-2.67812418407615,94.6212425977617,91.9431184136856
601,ESP_2020_1,1,1,123,93,1,123,-1.26702401567169,94.6212425977617,93.3542185820901
601,ESP_2020_1,1,5,55,90,5,55,-3.93482626230572,94.6212425977617,90.686416335456
603,ESP_2020_1,1,5,53,93,5,53,-4.19032191951199,98.1844770572978,93.9941551377859
603,ESP_2020_1,1,6,90,99,6,90,2.39393130204113,98.1844770572978,100.578408359339
61,ESP_2020_1,1,3,129,100,3,129,0.263155784993572,99.2810518971251,99.5442076821187
61,ESP_2020_1,1,9,35,100,9,35,0.591578562092664,99.2810518971251,99.8726304592178
629,ESP_2020_1,1,9,55,91,9,55,-6.26352116160692,97.3121217906872,91.0486006290803
629,ESP_2020_1,1,4,77,99,4,77,2.35808815024159,97.3121217906872,99.6702099409288
639,ESP_2020_1,1,7,12,100,7,12,1.27535549368386,99.4550318387064,100.73038733239
65,ESP_2020_1,1,1,7,100,1,7,-0.166894550387369,99.6454436535266,99.4785491031392
65,ESP_2020_1,1,8,12,104,8,12,3.85918286353893,99.6454436535266,103.504626517066
65,ESP_2020_1,1,7,31,100,7,31,1.8095564430793,99.6454436535266,101.455000096606
65,ESP_2020_1,1,3,36,100,3,36,-0.920095794370198,99.6454436535266,98.7253478591564
65,ESP_2020_1,1,8,3,94,8,3,-5.3698548483525,99.6454436535266,94.2755888051741
65,ESP_2020_1,1,1,87,100,1,87,-0.797097231309081,99.6454436535266,98.8483464222175
65,ESP_2020_1,1,5,103,100,5,103,1.07336677768087,99.6454436535266,100.718810431207
65,ESP_2020_1,1,4,84,100,4,84,1.34631734828895,99.6454436535266,100.991761001816
65,ESP_2020_1,1,6,96,99,6,96,0.606314639268803,99.6454436535266,100.251758292795
65,ESP_2020_1,1,2,112,93,2,112,-6.53991046532504,99.6454436535266,93.1055331882015
65,ESP_2020_1,1,1,67,99,1,67,-1.8124922578053,99.6454436535266,97.8329513957213
65,ESP_2020_1,1,4,53,100,4,53,1.5372951631944,99.6454436535266,101.182738816721
65,ESP_2020_1,1,8,34,100,8,34,0.625783349767573,99.6454436535266,100.271227003294
65,ESP_2020_1,1,8,26,100,8,26,0.323453946493117,99.6454436535266,99.9688976000197
65,ESP_2020_1,1,9,82,100,9,82,0.416420020945608,99.6454436535266,100.061863674472
65,ESP_2020_1,1,8,55,104,8,55,4.71933208923028,99.6454436535266,104.364775742757
65,ESP_2020_1,1,5,60,104,5,60,4.8587695919622,99.6454436535266,104.504213245489
65,ESP_2020_1,1,4,79,94,4,79,-5.43540059181979,99.6454436535266,94.2100430617068
65,ESP_2020_1,1,4,113,100,4,113,1.54918685704969,99.6454436535266,101.194630510576
65,ESP_2020_1,1,6,125,99,6,125,0.0524696696741245,99.6454436535266,99.6979133232007
652,ESP_2020_1,1,8,77,100,8,77,0.57958114817454,99.6428105876859,100.22239173586
652,ESP_2020_1,1,5,8,100,5,8,1.14975606308278,99.6428105876859,100.792566650769
66,ESP_2020_1,1,3,47,100,3,47,-0.215973266875977,98.8381791370782,98.6222058702023
662,ESP_2020_1,1,8,19,100,8,19,0.610502953806289,99.4656882051188,100.076191158925
662,ESP_2020_1,1,2,123,100,2,123,0.690615814759497,99.4656882051188,100.156304019878
670,ESP_2020_1,1,4,47,100,4,47,1.37281466283015,99.4953435079883,100.868158170818
673,ESP_2020_1,1,5,95,104,5,95,3.15763271563199,101.262007999801,104.419640715433
673,ESP_2020_1,1,9,21,104,9,21,2.48634353884903,101.262007999801,103.74835153865
676,ESP_2020_1,1,4,109,91,4,109,-3.02572023888784,95.2111372515971,92.1854170127092
676,ESP_2020_1,1,1,29,90,1,29,-5.9591404224924,95.2111372515971,89.2519968291047
678,ESP_2020_1,1,2,18,99,2,18,0.755556251245935,97.9453302214483,98.7008864726942
678,ESP_2020_1,1,5,96,94,5,96,-3.13011821068832,97.9453302214483,94.8152120107599
68,ESP_2020_1,1,5,123,100,5,123,2.78773467004835,97.8358672720892,100.623601942138
68,ESP_2020_1,1,6,54,91,6,54,-5.42693881094554,97.8358672720892,92.4089284611436
681,ESP_2020_1,1,2,41,106,2,41,4.55442663004041,100.811341689885,105.365768319925
691,ESP_2020_1,1,8,10,100,8,10,0.873629619012647,99.0850560553839,99.9586856743965
691,ESP_2020_1,1,9,105,99,9,105,-0.492742974899187,99.0850560553839,98.5923130804847
697,ESP_2020_1,1,4,42,93,4,42,-4.16894897843257,98.0773355827881,93.9083866043555
697,ESP_2020_1,1,2,122,100,2,122,2.11352867370711,98.0773355827881,100.190864256495
71,ESP_2020_1,1,1,27,99,1,27,-0.75395600005352,99.1633013117298,98.4093453116763
71,ESP_2020_1,1,7,116,100,7,116,1.32401163193074,99.1633013117298,100.487312943661
722,ESP_2020_1,1,9,30,100,9,30,1.54126536026268,98.010395462378,99.5516608226407
722,ESP_2020_1,1,9,74,94,9,74,-3.75852288567232,98.010395462378,94.2518725767057
737,ESP_2020_1,1,2,127,90,2,127,-6.82334938615647,97.4374399076361,90.6140905214796
737,ESP_2020_1,1,4,39,100,4,39,3.22089066919186,97.4374399076361,100.658330576828
739,ESP_2020_1,1,9,27,99,9,27,-0.114099415411872,99.0186612536893,98.9045618382775
739,ESP_2020_1,1,2,11,99,2,11,-0.415367081451151,99.0186612536893,98.6032941722382
739,ESP_2020_1,1,4,22,99,4,22,0.829267805181544,99.0186612536893,99.8479290588709
739,ESP_2020_1,1,6,88,100,6,88,2.28368963792371,99.0186612536893,101.302350891613
739,ESP_2020_1,1,7,69,100,7,69,2.44481244275228,99.0186612536893,101.463473696442
739,ESP_2020_1,1,5,127,99,5,127,0.899833164000782,99.0186612536893,99.9184944176901
739,ESP_2020_1,1,7,61,93,7,61,-4.12166979297139,99.0186612536893,94.8969914607179
739,ESP_2020_1,1,1,28,100,1,28,0.37894855826454,99.0186612536893,99.3976098119539
739,ESP_2020_1,1,9,85,100,9,85,0.735318797458788,99.0186612536893,99.7539800511481
739,ESP_2020_1,1,5,105,91,5,105,-7.09531052615688,99.0186612536893,91.9233507275325
739,ESP_2020_1,1,6,108,100,6,108,1.75662011389186,99.0186612536893,100.775281367581
739,ESP_2020_1,1,3,115,98,3,115,-2.08997252331596,99.0186612536893,96.9286887303734
739,ESP_2020_1,1,1,113,104,1,113,4.91820827258896,99.0186612536893,103.936869526278
739,ESP_2020_1,1,6,123,99,6,123,0.716162073111917,99.0186612536893,99.7348233268013
739,ESP_2020_1,1,7,7,100,7,7,2.26870150033594,99.0186612536893,101.287362754025
739,ESP_2020_1,1,7,8,100,7,8,2.24910985326052,99.0186612536893,101.26777110695
739,ESP_2020_1,1,6,50,100,6,50,2.48430654207628,99.0186612536893,101.502967795766
739,ESP_2020_1,1,9,41,91,9,41,-7.90819161289213,99.0186612536893,91.1104696407972
74,ESP_2020_1,1,3,6,104,3,6,2.97977443015074,100.160024227689,103.13979865784
740,ESP_2020_1,1,3,125,104,3,125,3.27080292716526,100.130802859408,103.401605786573
740,ESP_2020_1,1,3,22,100,3,22,-1.44245112780868,100.130802859408,98.6883517315992
740,ESP_2020_1,1,5,94,100,5,94,0.583691329589996,100.130802859408,100.714494188998
740,ESP_2020_1,1,5,51,100,5,51,0.497084505257931,100.130802859408,100.627887364666
743,ESP_2020_1,1,2,74,100,2,74,-1.51572749607467,100.59211399701,99.0763865009357
743,ESP_2020_1,1,5,43,99,5,43,-1.21170302238821,100.59211399701,99.3804109746222
743,ESP_2020_1,1,7,77,104,7,77,4.70143393927744,100.59211399701,105.293547936288
743,ESP_2020_1,1,2,42,104,2,42,2.51695392946343,100.59211399701,103.109067926474
743,ESP_2020_1,1,1,53,100,1,53,-1.4785026498283,100.59211399701,99.1136113471821
743,ESP_2020_1,1,7,67,100,7,67,1.01195793657227,100.59211399701,101.604071933583
748,ESP_2020_1,1,7,37,94,7,37,-3.02861045312318,98.3603177556834,95.3317073025603
748,ESP_2020_1,1,8,104,100,8,104,1.65733962533226,98.3603177556834,100.017657381016
75,ESP_2020_1,1,7,22,100,7,22,0.591015578560374,100.500964186083,101.091979764644
75,ESP_2020_1,1,1,115,104,1,115,3.2130294825452,100.500964186083,103.713993668628
750,ESP_2020_1,1,3,106,104,3,106,2.92089710279815,100.1356710204,103.056568123198
764,ESP_2020_1,1,8,86,100,8,86,0.214484114520914,99.5858821683265,99.8003662828474
764,ESP_2020_1,1,6,13,100,6,13,1.37722058112952,99.5858821683265,100.963102749456
77,ESP_2020_1,1,2,38,91,2,38,-4.96636454441448,95.7109381625486,90.7445736181341
77,ESP_2020_1,1,7,71,91,7,71,-2.81015663642435,95.7109381625486,92.9007815261242
779,ESP_2020_1,1,7,34,91,7,34,-3.42047494349913,95.8525546574728,92.4320797139737
779,ESP_2020_1,1,8,73,91,8,73,-4.01366830612109,95.8525546574728,91.8388863513517
7828,ESP_2020_1,1,7,57,100,7,57,1.69300622878593,99.9662614970322,101.659267725818
7828,ESP_2020_1,1,3,96,100,3,96,-1.06191984185845,99.9662614970322,98.9043416551737
7828,ESP_2020_1,1,6,48,100,6,48,1.17913276797415,99.9662614970322,101.145394265006
7828,ESP_2020_1,1,6,86,100,6,86,0.70110643456033,99.9662614970322,100.667367931593
786,ESP_2020_1,1,4,34,100,4,34,1.44348615344968,99.6222684056078,101.065754559058
786,ESP_2020_1,1,8,66,100,8,66,0.236187423593563,99.6222684056078,99.8584558292014
787,ESP_2020_1,1,7,75,91,7,75,-3.90944046092291,96.8023835653241,92.8929431044011
787,ESP_2020_1,1,7,46,94,7,46,-1.22835689582702,96.8023835653241,95.574026669497
8,ESP_2020_1,1,5,41,100,5,41,1.41718492809451,99.5136962137929,100.930881141887
80,ESP_2020_1,1,4,101,104,4,101,4.22449083016107,100.791127085687,105.015617915848
80,ESP_2020_1,1,9,17,104,9,17,2.80354469895858,100.791127085687,103.594671784646
80,ESP_2020_1,1,9,97,104,9,97,2.52840306873644,100.791127085687,103.319530154424
80,ESP_2020_1,1,6,38,94,6,38,-5.05088363611368,100.791127085687,95.7402434495735
809,ESP_2020_1,1,9,115,111,9,115,5.96753426785084,103.609050766366,109.576585034217
809,ESP_2020_1,1,7,25,108,7,25,5.35075024661376,103.609050766366,108.95980101298
81,ESP_2020_1,1,1,89,100,1,89,-0.0014371060110534,99.2635253451519,99.2620882391409
81,ESP_2020_1,1,4,54,99,4,54,0.813798531714227,99.2635253451519,100.077323876866
810,ESP_2020_1,1,4,94,94,4,94,-4.27286691198974,99.2399971756909,94.9671302637012
810,ESP_2020_1,1,8,47,104,8,47,5.02834565612577,99.2399971756909,104.268342831817
82,ESP_2020_1,1,7,29,91,7,29,-1.57567061949219,93.9640237071353,92.3883530876431
82,ESP_2020_1,1,2,76,87,2,76,-7.72198093428621,93.9640237071353,86.2420427728491
82,ESP_2020_1,1,9,62,91,9,62,-2.70228270885316,93.9640237071353,91.2617409982821
89,ESP_2020_1,1,3,17,93,3,17,-5.65545308627566,97.5541120448834,91.8986589586077
89,ESP_2020_1,1,4,93,99,4,93,2.33506578340008,97.5541120448834,99.8891778282835
9,ESP_2020_1,1,3,64,104,3,64,2.25805076161981,99.8615003833592,102.119551144979
929,ESP_2020_1,1,5,75,93,5,75,-3.73279127797233,97.8242824915103,94.091491213538
929,ESP_2020_1,1,8,22,99,8,22,1.06557928947008,97.8242824915103,98.8898617809804
93,ESP_2020_1,1,8,4,100,8,4,0.894637857767691,99.3777267734152,100.272364631183
93,ESP_2020_1,1,7,123,99,7,123,0.193821693170946,99.3777267734152,99.5715484665861
94,ESP_2020_1,1,2,85,99,2,85,-2.02656113661007,99.8055535463421,97.7789924097321
94,ESP_2020_1,1,8,30,104,8,30,4.14935249694069,99.8055535463421,103.954906043283
95,ESP_2020_1,1,8,57,91,8,57,-6.11823409066172,97.6950114697458,91.5767773790841
95,ESP_2020_1,1,7,124,100,7,124,3.13849110058428,97.6950114697458,100.83350257033
950,ESP_2020_1,1,5,6,94,5,6,-3.51508296067603,98.4515526053761,94.9364696447001
950,ESP_2020_1,1,6,72,100,6,72,2.36438530205929,98.4515526053761,100.815937907435
953,ESP_2020_1,1,7,42,94,7,42,-3.30197655699412,98.6688644808699,95.3668879238758
953,ESP_2020_1,1,6,78,100,6,78,2.67666113157476,98.6688644808699,101.345525612445
97,ESP_2020_1,1,7,16,94,7,16,-3.16956037565933,98.380992877172,95.2114325015127
97,ESP_2020_1,1,9,78,100,9,78,1.84827458193334,98.380992877172,100.229267459105
997,ESP_2020_1,1,4,20,100,4,20,2.57648144638509,98.4044656688572,100.980947115242
997,ESP_2020_1,1,6,79,94,6,79,-3.84101844215941,98.4044656688572,94.5634472266978
ACW_25358,ESP_2020_1,1,4,51,94,4,51,-1.36132427905666,96.1832205516424,94.8218962725858
ACW_25358,ESP_2020_1,1,9,99,91,9,99,-5.27338734481273,96.1832205516424,90.9098332068297
ACW_25363,ESP_2020_1,1,5,104,94,5,104,-1.18505252994461,96.0120154699517,94.8269629400071
ACW_25363,ESP_2020_1,1,1,50,91,1,50,-5.8635716237809,96.0120154699517,90.1484438461708
ACW_25365,ESP_2020_1,1,6,73,100,6,73,1.59679247866524,100.042639725695,101.63943220436
ACW_25365,ESP_2020_1,1,4,7,100,4,7,1.09918829474086,100.042639725695,101.141828020436
ACW_25366,ESP_2020_1,1,3,77,93,3,77,-4.30309604487749,95.6958438919699,91.3927478470924
ACW_25366,ESP_2020_1,1,1,34,93,1,34,-3.50991767263091,95.6958438919699,92.185926219339
ACW_25368,ESP_2020_1,1,8,38,94,8,38,-4.17123855120012,98.953804719867,94.7825661686668
ACW_25368,ESP_2020_1,1,2,83,104,2,83,4.2348065048037,98.953804719867,103.188611224671
ACW_25371,ESP_2020_1,1,3,34,93,3,34,-3.76072040155138,95.6269711627526,91.8662507612012
ACW_25371,ESP_2020_1,1,5,102,91,5,102,-4.21880289211482,95.6269711627526,91.4081682706378
ACW_25372,ESP_2020_1,1,1,79,116,1,79,11.2725445793925,102.837153078179,114.109697657572
ACW_25372,ESP_2020_1,1,6,26,100,6,26,-1.82043203688171,102.837153078179,101.016721041298
ACW_25375,ESP_2020_1,1,5,50,94,5,50,-2.19338832373397,97.1900198566259,94.996631532892
ACW_25375,ESP_2020_1,1,6,104,94,6,104,-2.00724340444806,97.1900198566259,95.1827764521779
ACW_25454,ESP_2020_1,1,1,116,99,1,116,0.0046631670442423,98.7018764697523,98.7065396367966
ACW_25454,ESP_2020_1,1,4,5,98,4,5,-0.550167434412828,98.7018764697523,98.1517090353395
ACW_25469,ESP_2020_1,1,8,11,91,8,11,-4.97474926165457,96.1277069911567,91.1529577295021
ACW_25469,ESP_2020_1,1,8,99,94,8,99,-1.79417425613184,96.1277069911567,94.3335327350248
ACW_25580,ESP_2020_1,1,6,126,94,6,126,-3.40810957898823,98.4159616833399,95.0078521043517
ACW_25580,ESP_2020_1,1,8,65,100,8,65,2.17136582621133,98.4159616833399,100.587327509551
ACW_25581,ESP_2020_1,1,6,92,94,6,92,-2.66683616363295,98.3193858489098,95.6525496852769
ACW_25581,ESP_2020_1,1,2,28,100,2,28,1.19660665472597,98.3193858489098,99.5159925036358
ACW_25584,ESP_2020_1,1,7,112,91,7,112,-5.32799842323297,97.5800386424068,92.2520402191739
ACW_25584,ESP_2020_1,1,9,52,99,9,52,2.07029234141434,97.5800386424068,99.6503309838212
ACW_25586,ESP_2020_1,1,8,50,100,8,50,1.33748895312228,99.2950269283787,100.632515881501
ACW_25586,ESP_2020_1,1,9,111,100,9,111,-0.448967988934101,99.2950269283787,98.8460589394446
ACW_25591,ESP_2020_1,1,7,6,94,7,6,-1.07354739759332,96.4781622491327,95.4046148515393
ACW_25591,ESP_2020_1,1,6,114,91,6,114,-4.84810090500909,96.4781622491327,91.6300613441236
ACW_25592,ESP_2020_1,1,2,35,104,2,35,3.6487096226448,99.6395096140769,103.288219236722
ACW_25592,ESP_2020_1,1,3,78,99,3,78,-1.92735298254757,99.6395096140769,97.7121566315293
ACW_25607,ESP_2020_1,1,5,36,100,5,36,0.984804063097627,99.7016936876623,100.68649775076
ACW_25607,ESP_2020_1,1,7,114,100,7,114,0.886891380966233,99.7016936876623,100.588585068629
ACW_25619,ESP_2020_1,1,4,10,100,4,10,1.59591694656204,99.4303545823477,101.02627152891
ACW_25619,ESP_2020_1,1,4,83,98,4,83,-0.380222214746368,99.4303545823477,99.0501323676013
ACW_25622,ESP_2020_1,1,5,83,100,5,83,2.53418832830266,98.3271064909463,100.861294819249
ACW_25622,ESP_2020_1,1,8,18,94,8,18,-3.98575209174335,98.3271064909463,94.341354399203
ACW_25628,ESP_2020_1,1,1,77,104,1,77,2.78936769551902,99.7674760662138,102.556843761733
ACW_25628,ESP_2020_1,1,3,1,100,3,1,-0.758634035665438,99.7674760662138,99.0088420305484
