Genotype,Envir,Management,Row,Position,Flowering_begin,R,P,Flowering_begin_spats_residuals,Flowering_begin_spats_geno_pred_values,Flowering_begin_spats_adj_pheno
330,FRA_2020_1,1,6,60,107,6,60,1.57696953872157,105.320259442798,106.89722898152
333,FRA_2020_1,1,9,31,107,9,31,1.12316124987868,104.982157416246,106.105318666125
333,FRA_2020_1,1,4,62,107,4,62,1.51646147096075,104.982157416246,106.498618887207
334,FRA_2020_1,1,7,63,107,7,63,0.586277741003499,106.286053097421,106.872330838424
334,FRA_2020_1,1,1,76,107,1,76,1.64351031712221,106.286053097421,107.929563414543
334,FRA_2020_1,1,2,34,107,2,34,1.24794525762299,106.286053097421,107.533998355044
338,FRA_2020_1,1,12,29,106,12,29,1.37013713499501,104.43340269828,105.803539833275
338,FRA_2020_1,1,11,85,106,11,85,0.916760172474213,104.43340269828,105.350162870754
345,FRA_2020_1,1,10,9,93,10,9,-2.77429155136001,94.5024865380127,91.7281949866527
345,FRA_2020_1,1,3,50,93,3,50,-1.32214852869878,94.5024865380127,93.1803380093139
353,FRA_2020_1,1,6,62,107,6,62,2.0054048183075,104.902765600303,106.908170418611
353,FRA_2020_1,1,12,9,106,12,9,0.583186885977838,104.902765600303,105.485952486281
366,FRA_2020_1,1,7,79,95,7,79,-2.30897504607621,97.2833461909227,94.9743711448465
37,FRA_2020_1,1,6,86,100,6,86,-1.58365324358034,101.460407747517,99.8767545039366
37,FRA_2020_1,1,7,35,100,7,35,-1.75358808389154,101.460407747517,99.7068196636254
37,FRA_2020_1,1,10,83,106,10,83,3.71317397509785,101.460407747517,105.173581722615
378,FRA_2020_1,1,4,2,100,4,2,-2.86000631027702,102.321017803509,99.4610114932318
378,FRA_2020_1,1,8,80,107,8,80,3.78911695858676,102.321017803509,106.110134762096
40,FRA_2020_1,1,13,41,95,13,41,-6.39736045608656,101.536330621156,95.1389701650693
40,FRA_2020_1,1,2,70,100,2,70,-0.844383119243361,101.536330621156,100.691947501913
40,FRA_2020_1,1,6,82,100,6,82,-1.53126839186044,101.536330621156,100.005062229295
40,FRA_2020_1,1,13,42,106,13,42,4.77897467126741,101.536330621156,106.315305292423
40,FRA_2020_1,1,9,23,107,9,23,4.41877121324542,101.536330621156,105.955101834401
405,FRA_2020_1,1,4,61,107,4,61,2.13780407017285,104.20144998299,106.339254053163
409,FRA_2020_1,1,5,19,107,5,19,4.17623023783362,102.402961486963,106.579191724797
409,FRA_2020_1,1,10,44,100,10,44,-3.19444829819246,102.402961486963,99.2085131887706
410,FRA_2020_1,1,3,7,100,3,7,-0.227384952184309,100.521792703694,100.29440775151
424,FRA_2020_1,1,6,41,100,6,41,-0.471514586500547,100.141986532808,99.6704719463076
428,FRA_2020_1,1,4,18,107,4,18,-1.162945186836,107.721964060699,106.559018873863
428,FRA_2020_1,1,13,59,113,13,59,5.56364512410664,107.721964060699,113.285609184806
43,FRA_2020_1,1,4,49,113,4,49,5.15412451938994,107.152878201163,112.307002720553
43,FRA_2020_1,1,8,11,107,8,11,-1.11921833017529,107.152878201163,106.033659870987
435,FRA_2020_1,1,7,3,107,7,3,1.13822487190885,105.433121426445,106.571346298354
435,FRA_2020_1,1,7,55,107,7,55,1.79126591148119,105.433121426445,107.224387337926
445,FRA_2020_1,1,8,13,107,8,13,0.964376666054861,104.97051299918,105.934889665235
445,FRA_2020_1,1,14,63,106,14,63,1.66776132310289,104.97051299918,106.638274322283
447,FRA_2020_1,1,5,48,107,5,48,1.40321239672581,105.244013345234,106.64722574196
447,FRA_2020_1,1,5,13,107,5,13,1.4047245777714,105.244013345234,106.648737923006
457,FRA_2020_1,1,4,56,100,4,56,-2.57641293871956,102.09252171327,99.5161087745502
457,FRA_2020_1,1,12,5,106,12,5,3.3586521793778,102.09252171327,105.451173892648
46,FRA_2020_1,1,4,5,118,4,5,6.51750337110023,111.015193942329,117.532697313429
462,FRA_2020_1,1,13,62,106,13,62,2.14321614668731,104.209869854109,106.353086000797
465,FRA_2020_1,1,14,5,106,14,5,0.955658978402809,104.862023007548,105.81768198595
465,FRA_2020_1,1,4,64,107,4,64,1.60674443555718,104.862023007548,106.468767443105
468,FRA_2020_1,1,4,67,107,4,67,4.11983649710238,102.497023420098,106.616859917201
468,FRA_2020_1,1,4,22,100,4,22,-3.07759396703484,102.497023420098,99.4194294530635
472,FRA_2020_1,1,5,84,100,5,84,-0.159038924335732,100.049651233283,99.8906123089478
472,FRA_2020_1,1,7,13,100,7,13,-0.371826416932464,100.049651233283,99.677824816351
473,FRA_2020_1,1,13,35,100,13,35,-0.276939481244739,100.444697942195,100.16775846095
483,FRA_2020_1,1,1,82,100,1,82,0.106787950265328,101.041684239389,101.148472189655
488,FRA_2020_1,1,10,82,118,10,82,5.97032714081099,111.169612799164,117.139939939975
488,FRA_2020_1,1,8,4,113,8,4,0.646432698300018,111.169612799164,111.816045497464
489,FRA_2020_1,1,8,65,107,8,65,1.31926679241498,104.824038439169,106.143305231584
489,FRA_2020_1,1,8,36,107,8,36,1.21872111832599,104.824038439169,106.042759557495
49,FRA_2020_1,1,5,34,107,5,34,1.25538630671049,105.336525793533,106.591912100244
49,FRA_2020_1,1,6,74,107,6,74,1.61201528922855,105.336525793533,106.948541082762
491,FRA_2020_1,1,5,70,107,5,70,2.28776936308299,104.434759404132,106.722528767215
50,FRA_2020_1,1,12,59,93,12,59,-4.61164115775499,97.6502062117536,93.0385650539986
50,FRA_2020_1,1,3,14,100,3,14,2.53847429384105,97.6502062117536,100.188680505595
508,FRA_2020_1,1,13,58,93,13,58,-1.34121772758688,94.8113517931829,93.470134065596
508,FRA_2020_1,1,11,36,93,11,36,-2.55669171348359,94.8113517931829,92.2546600796993
515,FRA_2020_1,1,9,65,93,9,65,-2.30536471244706,94.5135601938199,92.2081954813728
515,FRA_2020_1,1,6,20,93,6,20,-1.7839575065813,94.5135601938199,92.7296026872386
522,FRA_2020_1,1,4,14,100,4,14,-0.373546599498255,99.6561898493783,99.2826432498801
522,FRA_2020_1,1,9,68,100,9,68,-0.410225595668948,99.6561898493783,99.2459642537094
526,FRA_2020_1,1,5,40,95,5,40,-3.72048171554899,98.3295059799849,94.6090242644359
526,FRA_2020_1,1,14,82,100,14,82,2.08395126442019,98.3295059799849,100.413457244405
533,FRA_2020_1,1,7,86,100,7,86,2.84238126585377,96.9480142962678,99.7903955621215
533,FRA_2020_1,1,3,42,95,3,42,-1.67588194226244,96.9480142962678,95.2721323540053
533,FRA_2020_1,1,13,50,93,13,50,-3.69101708353544,96.9480142962678,93.2569972127323
543,FRA_2020_1,1,1,19,107,1,19,1.68252519721013,106.158834543477,107.841359740687
543,FRA_2020_1,1,1,71,107,1,71,1.71343530536927,106.158834543477,107.872269848847
546,FRA_2020_1,1,7,31,107,7,31,1.6466801062097,105.094109253865,106.740789360074
546,FRA_2020_1,1,13,82,106,13,82,1.06490237535483,105.094109253865,106.15901162922
548,FRA_2020_1,1,10,13,93,10,13,-2.36748157241071,94.2109083386011,91.8434267661904
548,FRA_2020_1,1,9,66,93,9,66,-1.91637747198652,94.2109083386011,92.2945308666146
55,FRA_2020_1,1,8,77,95,8,77,-3.2222629048385,97.5055118557556,94.2832489509171
55,FRA_2020_1,1,11,1,100,11,1,1.05609023184276,97.5055118557556,98.5616020875983
56,FRA_2020_1,1,3,4,100,3,4,0.0383634229614671,100.394083654966,100.432447077928
56,FRA_2020_1,1,12,47,100,12,47,-0.347836465742532,100.394083654966,100.046247189224
560,FRA_2020_1,1,2,53,107,2,53,2.61835100677878,104.949063817068,107.567414823847
562,FRA_2020_1,1,14,33,90,14,33,-4.16280430393752,94.6453607420672,90.4825564381297
562,FRA_2020_1,1,6,47,95,6,47,0.15820008612333,94.6453607420672,94.8035608281905
564,FRA_2020_1,1,4,55,100,4,55,-0.408971989675052,100.239287560126,99.8303155704505
565,FRA_2020_1,1,1,3,100,1,3,0.025636807108242,101.082489674095,101.108126481203
565,FRA_2020_1,1,1,84,100,1,84,0.107379826670865,101.082489674095,101.189869500766
567,FRA_2020_1,1,10,62,106,10,62,0.276669062783625,104.932635679128,105.209304741912
567,FRA_2020_1,1,3,6,107,3,6,2.33112235961988,104.932635679128,107.263758038748
57,FRA_2020_1,1,7,52,100,7,52,-0.0625800653185848,99.9344061460608,99.8718260807422
57,FRA_2020_1,1,4,33,100,4,33,-0.542361852785376,99.9344061460608,99.3920442932754
570,FRA_2020_1,1,7,50,107,7,50,-2.36089658173739,109.09334938929,106.732452807553
570,FRA_2020_1,1,8,7,118,8,7,7.64308772278277,109.09334938929,116.736437112073
575,FRA_2020_1,1,11,55,93,11,55,-1.86158127380182,94.6425885280928,92.781007254291
575,FRA_2020_1,1,7,14,93,7,14,-2.14480485182679,94.6425885280928,92.497783676266
577,FRA_2020_1,1,9,78,100,9,78,-0.299991544066572,99.5733926364874,99.2734010924208
577,FRA_2020_1,1,11,17,100,11,17,-0.537000569192799,99.5733926364874,99.0363920672946
58,FRA_2020_1,1,11,49,118,11,49,3.56829956587355,113.696451248347,117.264750814221
58,FRA_2020_1,1,14,30,118,14,30,4.67264701337334,113.696451248347,118.36909826172
582,FRA_2020_1,1,9,51,107,9,51,3.91382063855936,102.253554673475,106.167375312035
582,FRA_2020_1,1,11,35,100,11,35,-3.02807355442369,102.253554673475,99.2254811190518
584,FRA_2020_1,1,9,61,107,9,61,2.04559404696761,104.057993675733,106.103587722701
587,FRA_2020_1,1,10,78,100,10,78,-0.657786915803996,99.8521922178617,99.1944053020577
592,FRA_2020_1,1,6,56,100,6,56,-2.32071753132665,102.258015832946,99.9372983016191
592,FRA_2020_1,1,12,14,106,12,14,3.2093321339851,102.258015832946,105.467347966931
6,FRA_2020_1,1,7,11,95,7,11,-7.26466176446635,102.048368328008,94.7837065635414
6,FRA_2020_1,1,9,59,107,9,59,4.12704342907843,102.048368328008,106.175411757086
6,FRA_2020_1,1,8,20,107,8,20,3.89147691605632,102.048368328008,105.939845244064
601,FRA_2020_1,1,3,47,100,3,47,0.20870466483575,100.017419435392,100.226124100227
601,FRA_2020_1,1,10,10,93,10,10,-8.08983755077898,100.017419435392,91.9275818846127
601,FRA_2020_1,1,8,9,100,8,9,-1.16879242112637,100.017419435392,98.8486270142653
601,FRA_2020_1,1,1,80,107,1,80,8.0050782468894,100.017419435392,108.022497682281
601,FRA_2020_1,1,2,68,100,2,68,0.699419904776832,100.017419435392,100.716839340169
601,FRA_2020_1,1,6,37,100,6,37,-0.206155956231925,100.017419435392,99.8112634791598
603,FRA_2020_1,1,10,48,100,10,48,1.1829729553225,97.9784659941611,99.1614389494836
603,FRA_2020_1,1,13,20,95,13,20,-3.04514287715678,97.9784659941611,94.9333231170043
61,FRA_2020_1,1,14,59,100,14,59,-2.08193565545122,102.666993965558,100.585058310107
61,FRA_2020_1,1,14,14,106,14,14,3.23343087883534,102.666993965558,105.900424844393
629,FRA_2020_1,1,2,50,95,2,50,-2.11072179313446,97.5917799010556,95.4810581079211
639,FRA_2020_1,1,14,83,95,14,83,-2.67850403355111,98.1154884457705,95.4369844122194
639,FRA_2020_1,1,9,39,100,9,39,0.904408618053452,98.1154884457705,99.0198970638239
65,FRA_2020_1,1,7,73,100,7,73,3.47846882104717,96.2402296496687,99.7186984707158
65,FRA_2020_1,1,6,6,100,6,6,3.33239140715611,96.2402296496687,99.5726210568248
65,FRA_2020_1,1,14,55,69,14,55,-26.1955788226521,96.2402296496687,70.0446508270166
65,FRA_2020_1,1,13,72,95,13,72,-0.992844497831811,96.2402296496687,95.2473851518369
65,FRA_2020_1,1,10,53,100,10,53,2.93420623788653,96.2402296496687,99.1744358875552
65,FRA_2020_1,1,7,17,95,7,17,-1.56115221871606,96.2402296496687,94.6790774309526
65,FRA_2020_1,1,1,13,95,1,13,-0.251872459373402,96.2402296496687,95.9883571902953
65,FRA_2020_1,1,1,65,100,1,65,4.5905716717767,96.2402296496687,100.830801321445
65,FRA_2020_1,1,13,14,95,13,14,-1.582546850423,96.2402296496687,94.6576827992457
65,FRA_2020_1,1,11,20,95,11,20,-2.18646995842796,96.2402296496687,94.0537596912407
65,FRA_2020_1,1,1,61,100,1,61,4.44046330956854,96.2402296496687,100.680692959237
65,FRA_2020_1,1,14,71,100,14,71,4.23338481423006,96.2402296496687,100.473614463899
65,FRA_2020_1,1,4,6,100,4,6,3.08811522396179,96.2402296496687,99.3283448736305
65,FRA_2020_1,1,8,74,95,8,74,-2.05701557971987,96.2402296496687,94.1832140699488
65,FRA_2020_1,1,11,26,100,11,26,2.76255039848357,96.2402296496687,99.0027800481522
65,FRA_2020_1,1,8,56,100,8,56,2.98786498339913,96.2402296496687,99.2280946330678
652,FRA_2020_1,1,12,57,93,12,57,-5.50968067549624,98.6580177689424,93.1483370934462
652,FRA_2020_1,1,14,61,106,14,61,7.84433610021335,98.6580177689424,106.502353869156
652,FRA_2020_1,1,13,17,95,13,17,-3.76002695044024,98.6580177689424,94.8979908185022
653,FRA_2020_1,1,9,48,93,9,48,-5.35398308570917,97.5555641848121,92.201581099103
653,FRA_2020_1,1,1,16,100,1,16,3.21998276199584,97.5555641848121,100.775546946808
662,FRA_2020_1,1,11,53,100,11,53,-0.640117693575803,100.017037696637,99.3769200030614
662,FRA_2020_1,1,3,39,100,3,39,0.0882892100906361,100.017037696637,100.105326906728
67,FRA_2020_1,1,12,50,118,12,50,4.44185889076324,113.564031177973,118.005890068736
67,FRA_2020_1,1,12,6,118,12,6,3.71397147438664,113.564031177973,117.278002652359
670,FRA_2020_1,1,4,84,107,4,84,2.01556043455847,104.68924664044,106.704807074999
670,FRA_2020_1,1,10,43,106,10,43,0.435786776122697,104.68924664044,105.125033416563
673,FRA_2020_1,1,13,80,106,13,80,1.72986177344835,104.363206904322,106.09306867777
673,FRA_2020_1,1,10,28,106,10,28,0.511915483787064,104.363206904322,104.875122388109
676,FRA_2020_1,1,9,52,93,9,52,-4.88165783205582,97.1513600601435,92.2697022280877
676,FRA_2020_1,1,7,41,100,7,41,2.48784549708887,97.1513600601435,99.6392055572324
678,FRA_2020_1,1,6,15,93,6,15,-2.25178189231143,95.0504636677096,92.7986817753982
678,FRA_2020_1,1,3,78,93,3,78,-1.49243258810932,95.0504636677096,93.5580310796003
68,FRA_2020_1,1,3,12,107,3,12,1.7134810396297,105.50626062947,107.2197416691
68,FRA_2020_1,1,7,51,107,7,51,1.26302174160951,105.50626062947,106.76928237108
681,FRA_2020_1,1,11,69,118,11,69,6.45494215619013,110.917863949812,117.372806106003
691,FRA_2020_1,1,12,48,100,12,48,-0.312838563817948,100.38884772504,100.076009161223
697,FRA_2020_1,1,7,70,93,7,70,-3.14496138669117,95.9827553313519,92.8377939446607
71,FRA_2020_1,1,12,20,106,12,20,1.89713762964215,103.827031697005,105.724169326647
72,FRA_2020_1,1,13,31,106,13,31,-1.61061508928007,107.775278749773,106.164663660493
72,FRA_2020_1,1,1,60,113,1,60,6.04558433691214,107.775278749773,113.820863086685
722,FRA_2020_1,1,13,24,100,13,24,1.55780696887241,98.5378887602815,100.095695729154
722,FRA_2020_1,1,3,67,95,3,67,-3.06039433047,98.5378887602815,95.4774944298114
739,FRA_2020_1,1,10,11,93,10,11,-3.84863410842692,95.7766066063571,91.9279724979302
739,FRA_2020_1,1,2,45,93,2,45,-2.27804189273834,95.7766066063571,93.4985647136187
739,FRA_2020_1,1,13,30,95,13,30,-0.692456951471314,95.7766066063571,95.0841496548858
739,FRA_2020_1,1,7,56,93,7,56,-2.8681142358848,95.7766066063571,92.9084923704723
739,FRA_2020_1,1,4,53,95,4,53,-1.35585546596326,95.7766066063571,94.4207511403938
739,FRA_2020_1,1,2,56,100,2,56,4.88885482965868,95.7766066063571,100.665461436016
739,FRA_2020_1,1,12,69,95,12,69,-0.710565891477074,95.7766066063571,95.06604071488
739,FRA_2020_1,1,4,15,100,4,15,3.71231368560549,95.7766066063571,99.4889202919626
739,FRA_2020_1,1,6,26,100,6,26,3.82581624449799,95.7766066063571,99.6024228508551
739,FRA_2020_1,1,13,54,93,13,54,-2.49723293073258,95.7766066063571,93.2793736756245
739,FRA_2020_1,1,11,34,93,11,34,-3.53814063379566,95.7766066063571,92.2384659725614
739,FRA_2020_1,1,9,14,100,9,14,2.99773093824697,95.7766066063571,98.7743375446041
739,FRA_2020_1,1,11,41,93,11,41,-3.59285275733782,95.7766066063571,92.1837538490193
739,FRA_2020_1,1,13,1,100,13,1,3.52867660118325,95.7766066063571,99.3052832075404
739,FRA_2020_1,1,4,79,100,4,79,3.92509037402468,95.7766066063571,99.7016969803818
739,FRA_2020_1,1,7,58,95,7,58,-0.812113992142429,95.7766066063571,94.9644926142147
739,FRA_2020_1,1,4,40,95,4,40,-1.40250271072752,95.7766066063571,94.3741038956296
739,FRA_2020_1,1,3,51,93,3,51,-2.55943958547519,95.7766066063571,93.2171670208819
74,FRA_2020_1,1,3,60,113,3,60,4.87436387307228,108.458869624203,113.333233497275
740,FRA_2020_1,1,7,64,107,7,64,-2.8831400138864,109.718286219864,106.835146205977
740,FRA_2020_1,1,8,41,113,8,41,2.23806210710278,109.718286219864,111.956348326967
740,FRA_2020_1,1,4,86,113,4,86,2.85236603302032,109.718286219864,112.570652252884
740,FRA_2020_1,1,14,20,113,14,20,3.47659633001382,109.718286219864,113.194882549878
743,FRA_2020_1,1,9,70,100,9,70,-0.669315304478445,99.8629617475656,99.1936464430872
743,FRA_2020_1,1,2,38,100,2,38,0.675796565940217,99.8629617475656,100.538758313506
743,FRA_2020_1,1,13,68,100,13,68,0.440622262534447,99.8629617475656,100.3035840101
743,FRA_2020_1,1,13,81,100,13,81,0.378999869257413,99.8629617475656,100.241961616823
743,FRA_2020_1,1,5,36,100,5,36,-0.271067437238614,99.8629617475656,99.591894310327
743,FRA_2020_1,1,10,4,100,10,4,-1.20590049522261,99.8629617475656,98.657061252343
748,FRA_2020_1,1,6,31,100,6,31,-2.86009482768152,102.644795406673,99.7847005789916
748,FRA_2020_1,1,4,75,107,4,75,3.99732138857853,102.644795406673,106.642116795252
75,FRA_2020_1,1,11,33,106,11,33,0.696780229757792,104.559267531591,105.256047761349
75,FRA_2020_1,1,9,74,107,9,74,1.67101975408941,104.559267531591,106.230287285681
750,FRA_2020_1,1,9,29,100,9,29,-0.550717004808121,99.5402740391053,98.9895570342972
750,FRA_2020_1,1,8,75,100,8,75,-0.307562890714451,99.5402740391053,99.2327111483909
757,FRA_2020_1,1,1,8,113,1,8,2.10195730602595,112.040135945634,114.14209325166
757,FRA_2020_1,1,11,86,118,11,86,5.074352413266,112.040135945634,117.1144883589
764,FRA_2020_1,1,10,5,107,10,5,0.414778902139375,105.309337896912,105.724116799052
764,FRA_2020_1,1,1,53,107,1,53,2.43514701339025,105.309337896912,107.744484910302
77,FRA_2020_1,1,2,65,95,2,65,-0.916517668901278,96.5586607965993,95.642143127698
77,FRA_2020_1,1,6,3,95,6,3,-1.85826650265011,96.5586607965993,94.7003942939492
779,FRA_2020_1,1,6,58,93,6,58,-3.08354038974611,96.0783114227994,92.9947710330533
7828,FRA_2020_1,1,14,42,106,14,42,1.27217206107224,105.343297674035,106.615469735108
7828,FRA_2020_1,1,11,13,106,11,13,-0.361281738957345,105.343297674035,104.982015935078
7828,FRA_2020_1,1,11,63,106,11,63,0.0546145494498376,105.343297674035,105.397912223485
7828,FRA_2020_1,1,3,59,107,3,59,1.90624951492174,105.343297674035,107.249547188957
786,FRA_2020_1,1,3,28,107,3,28,1.65013865434345,105.471684107147,107.121822761491
786,FRA_2020_1,1,7,47,107,7,47,1.30413922799318,105.471684107147,106.775823335141
787,FRA_2020_1,1,2,42,100,2,42,-0.014827793171122,100.591030152496,100.576202359325
787,FRA_2020_1,1,13,56,100,13,56,-0.168053108388008,100.591030152496,100.422977044108
8,FRA_2020_1,1,1,69,100,1,69,-2.09600714014667,103.024284752113,100.928277611966
8,FRA_2020_1,1,7,7,107,7,7,3.47715968811526,103.024284752113,106.501444440228
80,FRA_2020_1,1,4,73,107,4,73,3.02225970972081,103.3815023888,106.403762098521
80,FRA_2020_1,1,11,25,106,11,25,1.66804972416291,103.3815023888,105.049552112963
80,FRA_2020_1,1,3,27,100,3,27,-3.07954658018411,103.3815023888,100.301955808616
809,FRA_2020_1,1,11,38,118,11,38,5.72711421889093,111.561382879218,117.288497098109
809,FRA_2020_1,1,5,44,113,5,44,1.14146534752031,111.561382879218,112.702848226738
81,FRA_2020_1,1,7,16,107,7,16,13.0960702221658,93.4294784059557,106.525548628122
81,FRA_2020_1,1,14,75,75,14,75,-17.8822123212471,93.4294784059557,75.5472660847086
810,FRA_2020_1,1,3,65,100,3,65,0.410788144641003,99.9187184532383,100.329506597879
810,FRA_2020_1,1,10,20,100,10,20,-1.02581370805018,99.9187184532383,98.8929047451881
82,FRA_2020_1,1,12,84,100,12,84,1.96674579941352,97.9758683810806,99.9426141804941
82,FRA_2020_1,1,8,21,95,8,21,-3.8305854001004,97.9758683810806,94.1452829809802
9,FRA_2020_1,1,5,12,107,5,12,1.32953290993397,105.149403399966,106.4789363099
9,FRA_2020_1,1,4,66,107,4,66,1.41759122603803,105.149403399966,106.566994626004
929,FRA_2020_1,1,14,51,106,14,51,4.01485851218916,102.582476834524,106.597335346714
929,FRA_2020_1,1,5,24,100,5,24,-2.91768872602596,102.582476834524,99.6647881084985
93,FRA_2020_1,1,10,45,106,10,45,0.398949427905961,104.69756232995,105.096511757856
93,FRA_2020_1,1,7,38,107,7,38,2.05774289403098,104.69756232995,106.755305223981
94,FRA_2020_1,1,14,47,106,14,47,3.79268114467621,102.806979750506,106.599660895182
94,FRA_2020_1,1,3,31,100,3,31,-2.55120666053118,102.806979750506,100.255773089974
95,FRA_2020_1,1,13,86,106,13,86,4.95043054435715,101.009031665335,105.959462209692
95,FRA_2020_1,1,1,77,95,1,77,-4.86463082855029,101.009031665335,96.144400836785
950,FRA_2020_1,1,13,11,106,13,11,5.20804587456654,100.672205918439,105.880251793005
950,FRA_2020_1,1,13,46,95,13,46,-5.33874908241201,100.672205918439,95.3334568360269
953,FRA_2020_1,1,6,21,107,6,21,1.10598698403243,105.823470487506,106.929457471538
953,FRA_2020_1,1,2,78,107,2,78,2.07441013221184,105.823470487506,107.897880619717
97,FRA_2020_1,1,6,35,100,6,35,-0.604443241680485,100.348999071223,99.7445558295423
97,FRA_2020_1,1,2,44,100,2,44,0.265990988485882,100.348999071223,100.614990059709
997,FRA_2020_1,1,10,61,100,10,61,-0.778386284277829,99.8358980090283,99.0575117247505
997,FRA_2020_1,1,13,23,100,13,23,0.110125870282246,99.8358980090283,99.9460238793106
ACW_25358,FRA_2020_1,1,1,23,100,1,23,0.303392953780758,100.44995609271,100.753349046491
ACW_25358,FRA_2020_1,1,6,65,100,6,65,-0.576952631165341,100.44995609271,99.873003461545
ACW_25363,FRA_2020_1,1,10,84,100,10,84,-0.229458216823659,99.3651793432527,99.135721126429
ACW_25363,FRA_2020_1,1,10,3,100,10,3,-0.741368044044734,99.3651793432527,98.623811299208
ACW_25365,FRA_2020_1,1,10,46,106,10,46,0.740461143647593,104.429674086558,105.170135230205
ACW_25365,FRA_2020_1,1,8,30,107,8,30,1.54403950814307,104.429674086558,105.973713594701
ACW_25366,FRA_2020_1,1,7,72,107,7,72,3.89893900238272,102.975808677076,106.874747679458
ACW_25366,FRA_2020_1,1,3,3,100,3,3,-2.54894562816961,102.975808677076,100.426863048906
ACW_25368,FRA_2020_1,1,9,26,107,9,26,1.10948781908388,104.783748408704,105.893236227788
ACW_25368,FRA_2020_1,1,8,68,107,8,68,1.40260269672775,104.783748408704,106.186351105432
ACW_25371,FRA_2020_1,1,6,85,107,6,85,4.55230987572399,102.547336275909,107.099646151633
ACW_25371,FRA_2020_1,1,8,38,100,8,38,-3.47772753648005,102.547336275909,99.069608739429
ACW_25375,FRA_2020_1,1,9,12,95,9,12,-4.25070024453407,98.0143035265642,93.7636032820302
ACW_25375,FRA_2020_1,1,3,66,100,3,66,2.41156576643648,98.0143035265642,100.425869293001
ACW_25454,FRA_2020_1,1,8,78,100,8,78,-0.24639904325737,99.4821366536936,99.2357376104363
ACW_25454,FRA_2020_1,1,10,8,100,10,8,-0.649250067745399,99.4821366536936,98.8328865859482
ACW_25469,FRA_2020_1,1,12,82,100,12,82,0.126361296062555,99.8306124403727,99.9569737364352
ACW_25469,FRA_2020_1,1,9,22,100,9,22,-0.798019137593713,99.8306124403727,99.032593302779
ACW_25580,FRA_2020_1,1,12,54,100,12,54,-2.09589323675527,102.124824638847,100.028931402092
ACW_25580,FRA_2020_1,1,10,32,106,10,32,2.8988959668275,102.124824638847,105.023720605675
ACW_25581,FRA_2020_1,1,6,70,100,6,70,-2.60890366910169,102.494943866638,99.8860401975366
ACW_25581,FRA_2020_1,1,13,32,106,13,32,3.64980951571174,102.494943866638,106.14475338235
ACW_25584,FRA_2020_1,1,14,79,100,14,79,-1.71738706086322,102.228639173732,100.511252112869
ACW_25584,FRA_2020_1,1,11,14,106,11,14,2.58711910283442,102.228639173732,104.815758276567
ACW_25586,FRA_2020_1,1,4,74,107,4,74,1.91365501767066,104.669805389382,106.583460407053
ACW_25586,FRA_2020_1,1,11,24,106,11,24,0.525195857049582,104.669805389382,105.195001246432
ACW_25591,FRA_2020_1,1,5,32,95,5,32,-1.32976193285862,95.9131839373717,94.5834220045131
ACW_25591,FRA_2020_1,1,10,76,95,10,76,-1.85991815582643,95.9131839373717,94.0532657815453
ACW_25592,FRA_2020_1,1,4,38,100,4,38,-2.88191744593179,102.260730516443,99.3788130705114
ACW_25592,FRA_2020_1,1,8,61,107,8,61,3.77227697729438,102.260730516443,106.033007493738
ACW_25607,FRA_2020_1,1,1,33,95,1,33,-1.38099571259031,97.1362689156323,95.755273203042
ACW_25607,FRA_2020_1,1,1,78,95,1,78,-1.02251682177658,97.1362689156323,96.1137520938557
ACW_25619,FRA_2020_1,1,5,9,100,5,9,-2.40905359594626,102.014978613638,99.6059250176918
ACW_25619,FRA_2020_1,1,10,65,106,10,65,3.14145012732828,102.014978613638,105.156428740966
ACW_25622,FRA_2020_1,1,11,16,106,11,16,0.267394616210666,104.602710815529,104.87010543174
ACW_25622,FRA_2020_1,1,5,62,107,5,62,2.12832959276555,104.602710815529,106.731040408295
ACW_25628,FRA_2020_1,1,3,45,100,3,45,-0.273726976191625,100.470108139211,100.196381163019
ACW_25628,FRA_2020_1,1,2,29,100,2,29,0.0131205157897512,100.470108139211,100.483228655
DLO_12_066,FRA_2020_1,1,9,38,107,9,38,1.09862369653086,105.040830529048,106.139454225579
DLO_12_066,FRA_2020_1,1,5,47,107,5,47,1.57871259157167,105.040830529048,106.61954312062
DLO_12_084,FRA_2020_1,1,2,9,107,2,9,2.11746223134519,105.630589164857,107.748051396202
DLO_12_084,FRA_2020_1,1,14,77,106,14,77,0.938955733494851,105.630589164857,106.569544898352
DLO_12_120,FRA_2020_1,1,5,45,100,5,45,-0.503751752989729,100.091833363986,99.5880816109958
DLO_12_140,FRA_2020_1,1,12,26,106,12,26,0.687791920352623,105.00064150196,105.688433422312
DLO_12_140,FRA_2020_1,1,6,66,107,6,66,1.96371189519175,105.00064150196,106.964353397151
DLO_12_141,FRA_2020_1,1,7,75,107,7,75,6.07582353530799,100.867639303029,106.943462838337
DLO_12_141,FRA_2020_1,1,5,10,95,5,10,-6.08090719199743,100.867639303029,94.7867321110311
DLO_12_162,FRA_2020_1,1,11,50,100,11,50,-0.619004359996453,99.9125284161268,99.2935240561303
DLO_12_221,FRA_2020_1,1,4,9,107,4,9,1.52825482208897,104.916434964848,106.444689786937
DLO_12_221,FRA_2020_1,1,12,83,106,12,83,1.06912319801586,104.916434964848,105.985558162864
DLO_12_233,FRA_2020_1,1,11,52,100,11,52,-2.81511101052779,102.24757245608,99.4324614455519
