Genotype,Envir,Management,Row,Position,Sample_size,R,P,Sample_size_spats_residuals,Sample_size_spats_geno_pred_values,Sample_size_spats_adj_pheno
2653,ESP_2022_1,1,2,24,20,2,24,0.450518488684502,19.2987118851275,19.749230373812
2653,ESP_2022_1,1,5,97,20,5,97,1.73205463408804,19.2987118851275,21.0307665192155
267,ESP_2022_1,1,3,128,20,3,128,1.75977623251746,19.2285111974307,20.9882874299481
267,ESP_2022_1,1,1,61,20,1,61,0.188713287705628,19.2285111974307,19.4172244851363
2670,ESP_2022_1,1,5,17,20,5,17,0.624349175866076,19.042225634732,19.6665748105981
2670,ESP_2022_1,1,1,107,20,1,107,0.70297270269829,19.042225634732,19.7451983374303
2671,ESP_2022_1,1,8,42,7,8,42,-9.41854908377722,16.9682650766195,7.54971599284229
2671,ESP_2022_1,1,4,95,20,4,95,3.83026692887279,16.9682650766195,20.7985320054923
270,ESP_2022_1,1,5,47,20,5,47,1.53761122486742,19.0303298718448,20.5679410967122
270,ESP_2022_1,1,9,90,20,9,90,-0.24995566757519,19.0303298718448,18.7803742042696
2720,ESP_2022_1,1,2,114,20,2,114,1.36908085176314,19.0547489751289,20.4238298268921
2722,ESP_2022_1,1,8,121,20,8,121,0.904615219437268,19.1958689889653,20.1004842084026
2722,ESP_2022_1,1,4,38,20,4,38,0.935029131266415,19.1958689889653,20.1308981202317
2732,ESP_2022_1,1,4,35,20,4,35,0.842400827217631,19.2380476922764,20.080448519494
2732,ESP_2022_1,1,5,118,20,5,118,1.1378880548409,19.2380476922764,20.3759357471172
2762,ESP_2022_1,1,1,48,20,1,48,0.465395938968584,19.2635771026123,19.7289730415809
2762,ESP_2022_1,1,4,69,20,4,69,1.60002054708451,19.2635771026123,20.8635976496968
2779,ESP_2022_1,1,2,59,20,2,59,0.761205028693048,19.3023341663336,20.0635391950266
2779,ESP_2022_1,1,6,83,20,6,83,1.4334465602881,19.3023341663336,20.7357807266217
2784,ESP_2022_1,1,8,72,20,8,72,0.637855697797939,18.9460824469669,19.5839381447648
2784,ESP_2022_1,1,6,5,20,6,5,0.368877529984953,18.9460824469669,19.3149599769518
2785,ESP_2022_1,1,6,27,2,6,27,-13.7464112690753,16.0157025251431,2.26929125606775
2785,ESP_2022_1,1,4,76,20,4,76,4.98181729987237,16.0157025251431,20.9975198250154
2794,ESP_2022_1,1,7,68,20,7,68,1.00722220414246,19.2438022053283,20.2510244094707
2794,ESP_2022_1,1,8,43,20,8,43,0.992255053276789,19.2438022053283,20.236057258605
2796,ESP_2022_1,1,9,118,20,9,118,1.77563632798034,18.0665811852053,19.8422175131856
2796,ESP_2022_1,1,7,59,14,7,59,-3.7015926585827,18.0665811852053,14.3649885266226
2802,ESP_2022_1,1,2,126,10,2,126,-6.51273385625252,17.5607013206048,11.0479674643522
2802,ESP_2022_1,1,3,59,20,3,59,2.89992537294295,17.5607013206048,20.4606266935477
2809,ESP_2022_1,1,5,7,20,5,7,0.234940176924226,19.1445709901565,19.3795111670807
2809,ESP_2022_1,1,4,112,20,4,112,1.43365142830485,19.1445709901565,20.5782224184614
2810,ESP_2022_1,1,3,69,20,3,69,1.13654562246102,19.2496583340863,20.3862039565473
2810,ESP_2022_1,1,2,36,20,2,36,0.882458847036091,19.2496583340863,20.1321171811224
2813,ESP_2022_1,1,8,54,4,8,54,-11.9776022993982,16.317059698931,4.33945739953279
2813,ESP_2022_1,1,6,100,20,6,100,4.21788129097088,16.317059698931,20.5349409899019
2817,ESP_2022_1,1,7,80,20,7,80,0.826119593362805,19.2442551231012,20.070374716464
2817,ESP_2022_1,1,7,50,20,7,50,1.1748679145601,19.2442551231012,20.4191230376613
2820,ESP_2022_1,1,8,98,20,8,98,0.261044888305179,19.0417140855668,19.302758973872
2820,ESP_2022_1,1,6,35,20,6,35,1.06457123387141,19.0417140855668,20.1062853194382
2823,ESP_2022_1,1,5,93,20,5,93,1.90322758316697,19.2149373329087,21.1181649160756
2827,ESP_2022_1,1,5,85,20,5,85,1.77382358420804,19.5109917068821,21.2848152910902
2827,ESP_2022_1,1,4,57,20,4,57,1.11659481836404,19.5109917068821,20.6275865252462
2830,ESP_2022_1,1,5,19,20,5,19,0.525358725605951,19.2164356297424,19.7417943553484
2830,ESP_2022_1,1,4,106,20,4,106,1.38286491574848,19.2164356297424,20.5993005454909
2831,ESP_2022_1,1,5,119,18,5,119,-0.441094578536198,18.7725674924796,18.3314729139434
2831,ESP_2022_1,1,9,2,20,9,2,0.869243650306295,18.7725674924796,19.6418111427859
2836,ESP_2022_1,1,6,122,8,6,122,-7.95747378375752,16.2577544734861,8.30028068972862
2847,ESP_2022_1,1,9,64,16,9,64,-2.8437488087834,18.2723153650688,15.4285665562854
2847,ESP_2022_1,1,2,66,20,2,66,1.60381137016121,18.2723153650688,19.8761267352301
2848,ESP_2022_1,1,1,30,20,1,30,0.925701604000484,18.9217814038662,19.8474830078667
2849,ESP_2022_1,1,1,108,20,1,108,0.833668324350956,19.1006882163253,19.9343565406763
2849,ESP_2022_1,1,9,10,20,9,10,0.688596540709551,19.1006882163253,19.7892847570349
2850,ESP_2022_1,1,3,57,20,3,57,1.39577620331235,19.0627547987605,20.4585310020729
2856,ESP_2022_1,1,8,106,20,8,106,0.591883066926219,18.8216706288553,19.4135536957815
286,ESP_2022_1,1,4,102,20,4,102,1.66051220171287,19.2353244270344,20.8958366287473
286,ESP_2022_1,1,5,12,20,5,12,0.310695975306267,19.2353244270344,19.5460204023407
2862,ESP_2022_1,1,5,4,20,5,4,0.302471323039597,19.0283485000929,19.3308198231325
2862,ESP_2022_1,1,7,115,20,7,115,0.97857736681441,19.0283485000929,20.0069258669073
2865,ESP_2022_1,1,9,43,20,9,43,2.21376763288231,17.552622022362,19.7663896552443
2865,ESP_2022_1,1,4,120,11,4,120,-5.85351646821393,17.552622022362,11.699105554148
2872,ESP_2022_1,1,8,75,20,8,75,0.339975667625854,19.0865595215158,19.4265351891416
2872,ESP_2022_1,1,3,33,20,3,33,1.13517718345238,19.0865595215158,20.2217367049682
29,ESP_2022_1,1,3,90,20,3,90,0.987278290452434,19.2391725244273,20.2264508148798
29,ESP_2022_1,1,6,41,20,6,41,0.996761334950659,19.2391725244273,20.235933859378
290,ESP_2022_1,1,7,4,20,7,4,0.605214728834113,18.8256687381799,19.430883467014
2902,ESP_2022_1,1,6,127,20,6,127,1.0792454538311,19.1742059982195,20.2534514520506
2902,ESP_2022_1,1,9,34,20,9,34,0.688163836474374,19.1742059982195,19.8623698346939
2908,ESP_2022_1,1,6,61,20,6,61,1.31799367105143,19.2728416450073,20.5908353160587
2908,ESP_2022_1,1,1,112,20,1,112,0.778315353678242,19.2728416450073,20.0511569986856
2936,ESP_2022_1,1,7,23,20,7,23,0.752790470679074,19.1717807031611,19.9245711738402
2936,ESP_2022_1,1,2,110,20,2,110,1.00653169365729,19.1717807031611,20.1783123968184
2971,ESP_2022_1,1,1,84,20,1,84,-0.0451619721797947,19.1354421317283,19.0902801595485
2971,ESP_2022_1,1,6,64,20,6,64,1.6833134757781,19.1354421317283,20.8187556075064
2974,ESP_2022_1,1,5,110,16,5,110,-1.55155468803779,18.1788626628338,16.627307974796
2979,ESP_2022_1,1,6,8,20,6,8,0.717190466788132,18.8592497909495,19.5764402577377
2980,ESP_2022_1,1,5,82,3,5,82,-10.9360471060139,15.3644928639565,4.42844575794268
2990,ESP_2022_1,1,7,113,20,7,113,1.09484902277903,19.1023951386195,20.1972441613985
2990,ESP_2022_1,1,2,15,20,2,15,0.433107560311612,19.1023951386195,19.5355026989311
2992,ESP_2022_1,1,2,8,20,2,8,1.18304343258128,18.3104966871665,19.4935401197478
2992,ESP_2022_1,1,7,76,16,7,76,-2.29566557387596,18.3104966871665,16.0148311132905
2997,ESP_2022_1,1,4,52,20,4,52,1.36823779625933,19.0544961463298,20.4227339425891
30,ESP_2022_1,1,7,30,20,7,30,1.15477870531409,19.1815334636479,20.336312168962
30,ESP_2022_1,1,9,61,20,9,61,0.15355092689795,19.1815334636479,19.3350843905459
30,ESP_2022_1,1,1,104,20,1,104,0.483513029920921,19.1815334636479,19.6650464935689
3010,ESP_2022_1,1,3,7,20,3,7,0.579246825499272,18.8178810732076,19.3971278987069
3013,ESP_2022_1,1,3,117,20,3,117,1.29005030554812,19.2148762196629,20.504926525211
3013,ESP_2022_1,1,2,26,20,2,26,0.612973496015069,19.2148762196629,19.827849715678
3026,ESP_2022_1,1,4,100,20,4,100,1.58465710150266,19.2106548702469,20.7953119717495
3026,ESP_2022_1,1,7,11,20,7,11,0.304290645945493,19.2106548702469,19.5149455161924
3042,ESP_2022_1,1,6,107,20,6,107,1.19766734395153,19.1915234760412,20.3891908199928
3042,ESP_2022_1,1,6,21,20,6,21,0.627486930464151,19.1915234760412,19.8190104065054
3062,ESP_2022_1,1,4,33,20,4,33,1.19637534835263,19.0157069922492,20.2120823406018
3062,ESP_2022_1,1,1,78,20,1,78,0.042520339945451,19.0157069922492,19.0582273321946
308,ESP_2022_1,1,2,51,20,2,51,1.22171533073605,18.8185158625632,20.0402311932993
308,ESP_2022_1,1,5,125,18,5,125,-0.640351805470765,18.8185158625632,18.1781640570925
3148,ESP_2022_1,1,2,99,20,2,99,1.11421650705526,18.7092655919298,19.8234820989851
3148,ESP_2022_1,1,3,21,18,3,21,-0.89714709013008,18.7092655919298,17.8121185017997
3160,ESP_2022_1,1,6,60,9,6,60,-6.75075244581491,16.619645126481,9.86889268066606
3170,ESP_2022_1,1,7,108,20,7,108,0.963475649116727,19.1302661338425,20.0937417829592
3170,ESP_2022_1,1,2,29,20,2,29,0.65741653307526,19.1302661338425,19.7876826669177
3172,ESP_2022_1,1,1,21,20,1,21,0.37259197663797,19.1596974206972,19.5322893973351
3172,ESP_2022_1,1,3,68,20,3,68,1.34643858397522,19.1596974206972,20.5061360046724
3173,ESP_2022_1,1,9,22,20,9,22,0.883640351693,18.9091674112361,19.7928077629291
3190,ESP_2022_1,1,5,23,20,5,23,0.885768372061637,18.9098055955928,19.7955739676545
32,ESP_2022_1,1,2,40,20,2,40,1.59711063667823,18.4868862203653,20.0839968570435
32,ESP_2022_1,1,9,77,17,9,77,-2.12156336342935,18.4868862203653,16.365322856936
321,ESP_2022_1,1,4,107,20,4,107,1.37366807515673,19.2732779531783,20.6469460283351
321,ESP_2022_1,1,2,37,20,2,37,0.724095815498686,19.2732779531783,19.997373768677
323,ESP_2022_1,1,7,18,20,7,18,0.756385118924126,19.210696325628,19.9670814445521
323,ESP_2022_1,1,3,71,20,3,71,1.13270086114369,19.210696325628,20.3433971867717
324,ESP_2022_1,1,8,85,20,8,85,0.210799863877249,19.006930967271,19.2177308311483
324,ESP_2022_1,1,2,39,20,2,39,0.998832242961061,19.006930967271,20.0057632102321
327,ESP_2022_1,1,5,61,20,5,61,1.5235172614834,19.2519651966067,20.7754824580901
327,ESP_2022_1,1,2,92,20,2,92,0.503179421681303,19.2519651966067,19.755144618288
33,ESP_2022_1,1,3,95,20,3,95,2.41674285977737,17.750719871234,20.1674627310113
33,ESP_2022_1,1,3,4,13,3,4,-5.39593608457827,17.750719871234,12.3547837866557
330,ESP_2022_1,1,3,5,20,3,5,0.516363684259638,18.7990226836772,19.3153863679368
333,ESP_2022_1,1,2,121,20,2,121,1.94389354975188,18.7661721128517,20.7100656626036
333,ESP_2022_1,1,6,1,18,6,1,-1.53706981754854,18.7661721128517,17.2291022953032
334,ESP_2022_1,1,1,11,20,1,11,4.40643467934737,14.8472084745423,19.2536431538897
334,ESP_2022_1,1,2,118,8,2,118,-6.25013928270683,14.8472084745423,8.5970691918355
334,ESP_2022_1,1,9,36,4,9,36,-10.8172229474103,14.8472084745423,4.029985527132
338,ESP_2022_1,1,4,8,2,4,8,-14.1618787210237,15.7866032778222,1.62472455679856
338,ESP_2022_1,1,4,116,20,4,116,4.63335523896689,15.7866032778222,20.4199585167891
34,ESP_2022_1,1,3,111,18,3,111,-0.471730647441522,18.8837032391017,18.4119725916602
34,ESP_2022_1,1,2,48,20,2,48,1.27046093137423,18.8837032391017,20.154164170476
345,ESP_2022_1,1,9,66,20,9,66,0.134767479618962,19.0374150286673,19.1721825082862
345,ESP_2022_1,1,5,27,20,5,27,1.17651347349264,19.0374150286673,20.2139285021599
353,ESP_2022_1,1,7,64,14,7,64,-2.62746651076207,17.0352051672814,14.4077386565193
353,ESP_2022_1,1,7,122,14,7,122,-2.73760447497567,17.0352051672814,14.2976006923057
366,ESP_2022_1,1,1,8,20,1,8,0.357179208988732,19.0585168069997,19.4156960159884
366,ESP_2022_1,1,7,70,20,7,70,1.02446544644995,19.0585168069997,20.0829822534497
37,ESP_2022_1,1,6,29,20,6,29,0.820302875249549,19.1377719951416,19.9580748703911
37,ESP_2022_1,1,2,102,20,2,102,0.825617538299994,19.1377719951416,19.9633895334416
378,ESP_2022_1,1,9,53,20,9,53,0.685989653507679,19.0426007363797,19.7285903898874
378,ESP_2022_1,1,8,108,20,8,108,0.642582998345286,19.0426007363797,19.685183734725
40,ESP_2022_1,1,8,116,20,8,116,0.31726201896366,19.4830391505438,19.8003011695074
40,ESP_2022_1,1,4,36,20,4,36,0.792916715094755,19.4830391505438,20.2759558656385
40,ESP_2022_1,1,6,10,20,6,10,0.0375423790212288,19.4830391505438,19.520581529565
40,ESP_2022_1,1,2,78,20,2,78,0.149548188679457,19.4830391505438,19.6325873392232
40,ESP_2022_1,1,9,20,20,9,20,0.353065203117797,19.4830391505438,19.8361043536616
40,ESP_2022_1,1,3,118,20,3,118,1.14687633374062,19.4830391505438,20.6299154842844
405,ESP_2022_1,1,3,109,15,3,109,-2.78092079759766,18.2167731154278,15.4358523178301
405,ESP_2022_1,1,8,7,20,8,7,1.35577819480619,18.2167731154278,19.572551310234
409,ESP_2022_1,1,6,6,20,6,6,0.429002042141708,18.9145468273271,19.3435488694688
409,ESP_2022_1,1,8,82,20,8,82,0.472575927251263,18.9145468273271,19.3871227545783
410,ESP_2022_1,1,4,127,20,4,127,1.27627391258313,19.1961895562774,20.4724634688606
410,ESP_2022_1,1,7,17,20,7,17,0.564439367126003,19.1961895562774,19.7606289234035
424,ESP_2022_1,1,1,97,20,1,97,0.357282886408875,18.9607708063959,19.3180536928048
424,ESP_2022_1,1,1,26,20,1,26,0.698428552321765,18.9607708063959,19.6591993587177
428,ESP_2022_1,1,2,32,7,2,32,-6.89118962119935,13.8504109475472,6.95922132634787
428,ESP_2022_1,1,1,103,5,1,103,-9.09355089760146,13.8504109475472,4.75686004994576
43,ESP_2022_1,1,2,34,20,2,34,0.980466158207122,18.9382050632975,19.9186712215046
435,ESP_2022_1,1,6,76,20,6,76,1.50455932179258,19.2495420501075,20.7541013719001
435,ESP_2022_1,1,6,22,20,6,22,0.514057399755632,19.2495420501075,19.7635994498631
440,ESP_2022_1,1,3,10,20,3,10,0.372934687344717,19.1520811461237,19.5250158334684
440,ESP_2022_1,1,1,118,20,1,118,1.32069946977634,19.1520811461237,20.4727806159
445,ESP_2022_1,1,8,41,20,8,41,0.896214488579954,19.3696262661866,20.2658407547665
445,ESP_2022_1,1,6,82,20,6,82,1.52282204125439,19.3696262661866,20.892448307441
447,ESP_2022_1,1,9,129,20,9,129,1.69181194256129,19.1515346716426,20.8433466142039
45,ESP_2022_1,1,8,23,20,8,23,2.79975557345141,17.1819429275642,19.9816985010156
45,ESP_2022_1,1,6,129,9,6,129,-7.67553073198327,17.1819429275642,9.50641219558091
457,ESP_2022_1,1,4,9,20,4,9,0.686974224156014,18.8501880668933,19.5371622910493
46,ESP_2022_1,1,3,101,20,3,101,1.24408658929886,19.017263721623,20.2613503109219
462,ESP_2022_1,1,8,100,20,8,100,0.525369896762133,18.8017236089207,19.3270935056828
465,ESP_2022_1,1,8,24,20,8,24,0.85808994632902,19.2032333977865,20.0613233441155
465,ESP_2022_1,1,3,93,20,3,93,1.00611096363431,19.2032333977865,20.2093443614208
468,ESP_2022_1,1,9,108,20,9,108,0.57656637345923,18.8170772169165,19.3936435903758
472,ESP_2022_1,1,5,45,20,5,45,1.14807861189519,19.1282776050184,20.2763562169136
472,ESP_2022_1,1,8,103,20,8,103,0.466182837661769,19.1282776050184,19.5944604426802
473,ESP_2022_1,1,6,68,20,6,68,1.63987033499365,19.148369214355,20.7882395493487
473,ESP_2022_1,1,5,1,20,5,1,0.0413864168721432,19.148369214355,19.1897556312272
483,ESP_2022_1,1,2,84,20,2,84,0.560770292490105,19.0477075877748,19.6084778802649
483,ESP_2022_1,1,1,54,20,1,54,0.784831112377582,19.0477075877748,19.8325387001524
488,ESP_2022_1,1,7,48,5,7,48,-8.22622805135359,13.6873418561211,5.46111380476755
488,ESP_2022_1,1,7,127,5,7,127,-8.30226498096013,13.6873418561211,5.385076875161
489,ESP_2022_1,1,8,95,20,8,95,0.141334743488372,19.0118033950214,19.1531381385097
489,ESP_2022_1,1,7,26,20,7,26,1.08454443269325,19.0118033950214,20.0963478277146
49,ESP_2022_1,1,4,41,18,4,41,-0.464480980825215,18.6628779741602,18.198396993335
49,ESP_2022_1,1,1,70,20,1,70,0.526871276541794,18.6628779741602,19.189749250702
491,ESP_2022_1,1,6,62,20,6,62,1.25088686883413,19.3543892331472,20.6052761019813
491,ESP_2022_1,1,8,127,20,8,127,1.11734190251459,19.3543892331472,20.4717311356618
5,ESP_2022_1,1,6,87,20,6,87,1.50154382626346,19.2255906923358,20.7271345185992
5,ESP_2022_1,1,2,21,20,2,21,0.437207294289802,19.2255906923358,19.6627979866256
50,ESP_2022_1,1,7,89,5,7,89,-11.3691755435044,16.3546810041047,4.98550546060031
50,ESP_2022_1,1,5,37,20,5,37,3.7349024606831,16.3546810041047,20.0895834647878
508,ESP_2022_1,1,8,92,20,8,92,0.375304714376693,18.96958880463,19.3448935190067
508,ESP_2022_1,1,1,43,20,1,43,0.70981026528257,18.96958880463,19.6793990699125
515,ESP_2022_1,1,5,91,20,5,91,1.87856625400176,19.4851485399632,21.363714793965
515,ESP_2022_1,1,3,61,20,3,61,0.925678325889415,19.4851485399632,20.4108268658526
52,ESP_2022_1,1,7,94,20,7,94,1.07779610958815,18.9673939062836,20.0451900158717
522,ESP_2022_1,1,8,46,20,8,46,0.98479211425731,19.2536494086591,20.2384415229164
522,ESP_2022_1,1,5,117,20,5,117,1.04752055982738,19.2536494086591,20.3011699684865
526,ESP_2022_1,1,7,93,20,7,93,0.592732047657151,19.2562706935263,19.8490027411834
526,ESP_2022_1,1,4,62,20,4,62,1.44832127876499,19.2562706935263,20.7045919722913
533,ESP_2022_1,1,6,65,20,6,65,1.70481148565122,19.1135697154916,20.8183812011428
533,ESP_2022_1,1,9,91,20,9,91,-0.139593369988596,19.1135697154916,18.973976345503
543,ESP_2022_1,1,1,45,20,1,45,0.828434857962247,18.8926115158965,19.7210463738587
548,ESP_2022_1,1,5,49,20,5,49,1.30554450855227,19.2427150807649,20.5482595893172
548,ESP_2022_1,1,7,78,20,7,78,0.690307741156079,19.2427150807649,19.933022821921
549,ESP_2022_1,1,4,125,20,4,125,1.36590868727006,19.0537976563417,20.4197063436117
55,ESP_2022_1,1,2,111,20,2,111,0.980833811806953,19.1783426243095,20.1591764361165
55,ESP_2022_1,1,2,61,20,2,61,0.800369023395508,19.1783426243095,19.978711647705
56,ESP_2022_1,1,6,43,20,6,43,0.967624286147615,19.2815668843632,20.2491911705108
56,ESP_2022_1,1,2,117,20,2,117,1.15777897581163,19.2815668843632,20.4393458601748
560,ESP_2022_1,1,2,69,20,2,69,0.58613885853649,19.234567623256,19.8207064817925
560,ESP_2022_1,1,4,58,20,4,58,1.38254576265033,19.234567623256,20.6171133859063
562,ESP_2022_1,1,1,128,20,1,128,1.99338057061326,19.3622370721608,21.3556176427741
562,ESP_2022_1,1,6,19,20,6,19,0.4010167539051,19.3622370721608,19.7632538260659
564,ESP_2022_1,1,3,110,20,3,110,1.39703193167411,19.0631313864138,20.460163318088
565,ESP_2022_1,1,2,23,20,2,23,0.704491058663471,18.9661957770202,19.6706868356836
565,ESP_2022_1,1,1,92,20,1,92,0.369309898975303,18.9661957770202,19.3355056759955
567,ESP_2022_1,1,4,15,20,4,15,1.47761439446626,18.2539783131013,19.7315927075676
567,ESP_2022_1,1,9,112,16,9,112,-2.77869657861046,18.2539783131013,15.4752817344909
57,ESP_2022_1,1,5,68,8,5,68,-7.31826085314149,16.4494517424329,9.13119088929141
575,ESP_2022_1,1,3,3,20,3,3,0.161890314763152,19.070646960829,19.2325372755921
575,ESP_2022_1,1,2,115,20,2,115,1.26020223657214,19.070646960829,20.3308491974011
577,ESP_2022_1,1,4,71,20,4,71,1.56413799845833,19.3056865174522,20.8698245159105
577,ESP_2022_1,1,9,32,20,9,32,0.641691977125667,19.3056865174522,19.9473784945779
58,ESP_2022_1,1,8,33,8,8,33,-7.91635014504763,16.2700872797425,8.35373713469486
582,ESP_2022_1,1,2,125,20,2,125,1.77599514629933,19.1767808603144,20.9527760066137
584,ESP_2022_1,1,6,63,11,6,63,-5.91468276694326,17.6412683216589,11.7265855547157
584,ESP_2022_1,1,6,115,20,6,115,2.57052427086488,17.6412683216589,20.2117925925238
587,ESP_2022_1,1,7,3,20,7,3,0.918378146243601,18.3929971707706,19.3113753170142
587,ESP_2022_1,1,4,110,16,4,110,-1.75590311901015,18.3929971707706,16.6370940517604
592,ESP_2022_1,1,1,119,15,1,119,-2.94500824293263,18.4707997099199,15.5257914669872
592,ESP_2022_1,1,4,63,20,4,63,2.36691518243182,18.4707997099199,20.8377148923517
6,ESP_2022_1,1,9,119,20,9,119,0.602141499105912,19.2834654349634,19.8856069340693
6,ESP_2022_1,1,1,122,20,1,122,1.52959246385782,19.2834654349634,20.8130578988212
601,ESP_2022_1,1,2,12,20,2,12,-0.285947434892513,19.7296682513385,19.443720816446
601,ESP_2022_1,1,5,55,20,5,55,1.18298190647956,19.7296682513385,20.9126501578181
601,ESP_2022_1,1,7,65,20,7,65,0.645270732692666,19.7296682513385,20.3749389840312
601,ESP_2022_1,1,8,126,20,8,126,0.670094621674437,19.7296682513385,20.399762873013
601,ESP_2022_1,1,7,107,20,7,107,0.216612479036247,19.7296682513385,19.9462807303748
601,ESP_2022_1,1,1,123,20,1,123,1.19058119541678,19.7296682513385,20.9202494467553
603,ESP_2022_1,1,5,53,20,5,53,1.2398368330175,19.3982340926465,20.638070925664
603,ESP_2022_1,1,6,90,20,6,90,1.27459225347896,19.3982340926465,20.6728263461254
61,ESP_2022_1,1,3,129,20,3,129,1.82178704286223,19.344000606964,21.1657876498262
61,ESP_2022_1,1,9,35,20,9,35,0.511800941874807,19.344000606964,19.8558015488388
629,ESP_2022_1,1,9,55,20,9,55,3.66258224829969,16.2144521434229,19.8770343917226
629,ESP_2022_1,1,4,77,3,4,77,-11.7644472873646,16.2144521434229,4.45000485605825
639,ESP_2022_1,1,2,96,20,2,96,0.594696213168806,19.008245280495,19.6029414936639
639,ESP_2022_1,1,7,12,20,7,12,0.619318460058061,19.008245280495,19.6275637405531
65,ESP_2022_1,1,6,125,20,6,125,0.226735264711468,19.9711702357994,20.1979055005109
65,ESP_2022_1,1,8,12,20,8,12,-0.25162460818807,19.9711702357994,19.7195456276113
65,ESP_2022_1,1,8,34,20,8,34,0.235501307259469,19.9711702357994,20.2066715430589
65,ESP_2022_1,1,1,7,20,1,7,-0.728605911662495,19.9711702357994,19.2425643241369
65,ESP_2022_1,1,9,82,20,9,82,-0.994496489402284,19.9711702357994,18.9766737463971
65,ESP_2022_1,1,1,87,20,1,87,-0.853004182822705,19.9711702357994,19.1181660529767
65,ESP_2022_1,1,8,3,20,8,3,-0.543824124020574,19.9711702357994,19.4273461117788
65,ESP_2022_1,1,1,67,20,1,67,-0.590449971500167,19.9711702357994,19.3807202642992
65,ESP_2022_1,1,3,36,20,3,36,0.327248725491714,19.9711702357994,20.2984189612911
